id,axis,level_id,spelling,translation,example,example_translation
eiken-pre2-avoid,eiken,eiken-pre2,avoid,避ける,"Students learned ""avoid"" while reading the article.",生徒たちは記事を読みながら「避ける」を学びました。
eiken-pre2-continue,eiken,eiken-pre2,continue,続く,"The speaker used ""continue"" to explain the idea.",話し手は考えを説明するために「続く」を使いました。
eiken-pre2-create,eiken,eiken-pre2,create,作り出す,"This passage includes ""create"" as an important word.",この文章には重要語として「作り出す」が含まれています。
eiken-pre2-depend,eiken,eiken-pre2,depend,依存する,"The class discussed ""depend"" during the lesson.",その授業では「依存する」について話し合いました。
eiken-pre2-describe,eiken,eiken-pre2,describe,説明する,"Learners should understand ""describe"" in context.",学習者は文脈の中で「説明する」を理解する必要があります。
eiken-pre2-discover,eiken,eiken-pre2,discover,発見する,"Students learned ""discover"" while reading the article.",生徒たちは記事を読みながら「発見する」を学びました。
eiken-pre2-discuss,eiken,eiken-pre2,discuss,話し合う,"The speaker used ""discuss"" to explain the idea.",話し手は考えを説明するために「話し合う」を使いました。
eiken-pre2-encourage,eiken,eiken-pre2,encourage,励ます,"This passage includes ""encourage"" as an important word.",この文章には重要語として「励ます」が含まれています。
eiken-pre2-increase,eiken,eiken-pre2,increase,増える,"The class discussed ""increase"" during the lesson.",その授業では「増える」について話し合いました。
eiken-pre2-introduce,eiken,eiken-pre2,introduce,紹介する,"Learners should understand ""introduce"" in context.",学習者は文脈の中で「紹介する」を理解する必要があります。
eiken-pre2-offer,eiken,eiken-pre2,offer,提供する,"Students learned ""offer"" while reading the article.",生徒たちは記事を読みながら「提供する」を学びました。
eiken-pre2-prepare,eiken,eiken-pre2,prepare,準備する,"The speaker used ""prepare"" to explain the idea.",話し手は考えを説明するために「準備する」を使いました。
eiken-pre2-receive,eiken,eiken-pre2,receive,受け取る,"This passage includes ""receive"" as an important word.",この文章には重要語として「受け取る」が含まれています。
eiken-pre2-recycle,eiken,eiken-pre2,recycle,リサイクルする,"The class discussed ""recycle"" during the lesson.",その授業では「リサイクルする」について話し合いました。
eiken-pre2-share,eiken,eiken-pre2,share,共有する,"Learners should understand ""share"" in context.",学習者は文脈の中で「共有する」を理解する必要があります。
eiken-pre2-succeed,eiken,eiken-pre2,succeed,成功する,"Students learned ""succeed"" while reading the article.",生徒たちは記事を読みながら「成功する」を学びました。
eiken-pre2-understand,eiken,eiken-pre2,understand,理解する,"The speaker used ""understand"" to explain the idea.",話し手は考えを説明するために「理解する」を使いました。
eiken-pre2-improve,eiken,eiken-pre2,improve,改善する,"This passage includes ""improve"" as an important word.",この文章には重要語として「改善する」が含まれています。
eiken-pre2-produce,eiken,eiken-pre2,produce,生産する,"The class discussed ""produce"" during the lesson.",その授業では「生産する」について話し合いました。
eiken-pre2-active,eiken,eiken-pre2,active,活発な,"Learners should understand ""active"" in context.",学習者は文脈の中で「活発な」を理解する必要があります。
eiken-pre2-common,eiken,eiken-pre2,common,一般的な,"Students learned ""common"" while reading the article.",生徒たちは記事を読みながら「一般的な」を学びました。
eiken-pre2-correct,eiken,eiken-pre2,correct,正しい,"The speaker used ""correct"" to explain the idea.",話し手は考えを説明するために「正しい」を使いました。
eiken-pre2-effective,eiken,eiken-pre2,effective,効果的な,"This passage includes ""effective"" as an important word.",この文章には重要語として「効果的な」が含まれています。
eiken-pre2-necessary,eiken,eiken-pre2,necessary,必要な,"The class discussed ""necessary"" during the lesson.",その授業では「必要な」について話し合いました。
eiken-pre2-natural,eiken,eiken-pre2,natural,自然な,"Learners should understand ""natural"" in context.",学習者は文脈の中で「自然な」を理解する必要があります。
eiken-pre2-possible,eiken,eiken-pre2,possible,可能な,"Students learned ""possible"" while reading the article.",生徒たちは記事を読みながら「可能な」を学びました。
eiken-pre2-public,eiken,eiken-pre2,public,公共の,"The speaker used ""public"" to explain the idea.",話し手は考えを説明するために「公共の」を使いました。
eiken-pre2-serious,eiken,eiken-pre2,serious,深刻な,"This passage includes ""serious"" as an important word.",この文章には重要語として「深刻な」が含まれています。
eiken-pre2-similar,eiken,eiken-pre2,similar,似ている,"The class discussed ""similar"" during the lesson.",その授業では「似ている」について話し合いました。
eiken-pre2-social,eiken,eiken-pre2,social,社会の,"Learners should understand ""social"" in context.",学習者は文脈の中で「社会の」を理解する必要があります。
eiken-pre2-traditional,eiken,eiken-pre2,traditional,伝統的な,"Students learned ""traditional"" while reading the article.",生徒たちは記事を読みながら「伝統的な」を学びました。
eiken-pre2-recently,eiken,eiken-pre2,recently,最近,"The speaker used ""recently"" to explain the idea.",話し手は考えを説明するために「最近」を使いました。
eiken-pre2-especially,eiken,eiken-pre2,especially,特に,"This passage includes ""especially"" as an important word.",この文章には重要語として「特に」が含まれています。
eiken-pre2-probably,eiken,eiken-pre2,probably,おそらく,"The class discussed ""probably"" during the lesson.",その授業では「おそらく」について話し合いました。
eiken-pre2-clearly,eiken,eiken-pre2,clearly,はっきりと,"Learners should understand ""clearly"" in context.",学習者は文脈の中で「はっきりと」を理解する必要があります。
eiken-pre2-gradually,eiken,eiken-pre2,gradually,徐々に,"Students learned ""gradually"" while reading the article.",生徒たちは記事を読みながら「徐々に」を学びました。
eiken-pre2-global,eiken,eiken-pre2,global,世界的な,"The speaker used ""global"" to explain the idea.",話し手は考えを説明するために「世界的な」を使いました。
eiken-pre2-available,eiken,eiken-pre2,available,利用できる,"This passage includes ""available"" as an important word.",この文章には重要語として「利用できる」が含まれています。
eiken-pre2-independent,eiken,eiken-pre2,independent,自立した,"The class discussed ""independent"" during the lesson.",その授業では「自立した」について話し合いました。
eiken-pre2-regularly,eiken,eiken-pre2,regularly,定期的に,"Learners should understand ""regularly"" in context.",学習者は文脈の中で「定期的に」を理解する必要があります。
eiken-pre2-feedback,eiken,eiken-pre2,feedback,フィードバック,"Students learned ""feedback"" while reading the article.",生徒たちは記事を読みながら「フィードバック」を学びました。
eiken-pre2-analyst,eiken,eiken-pre2,analyst,"分析者,解説者","The speaker used ""analyst"" to explain the idea.","話し手は考えを説明するために「分析者,解説者」を使いました。"
eiken-pre2-civilization,eiken,eiken-pre2,civilization,文明,"This passage includes ""civilization"" as an important word.",この文章には重要語として「文明」が含まれています。
eiken-pre2-democracy,eiken,eiken-pre2,democracy,"民主政治,民主主義,民主政体,民主社会","The class discussed ""democracy"" during the lesson.","その授業では「民主政治,民主主義,民主政体,民主社会」について話し合いました。"
eiken-pre2-socialist,eiken,eiken-pre2,socialist,社会主義者,"Learners should understand ""socialist"" in context.",学習者は文脈の中で「社会主義者」を理解する必要があります。
eiken-pre2-concept,eiken,eiken-pre2,concept,"概念,観念,概念","Students learned ""concept"" while reading the article.","生徒たちは記事を読みながら「概念,観念,概念」を学びました。"
eiken-pre2-racism,eiken,eiken-pre2,racism,"民族主義,民族的優越感","The speaker used ""racism"" to explain the idea.","話し手は考えを説明するために「民族主義,民族的優越感」を使いました。"
eiken-pre2-reaction,eiken,eiken-pre2,reaction,反応,"This passage includes ""reaction"" as an important word.",この文章には重要語として「反応」が含まれています。
eiken-pre2-violation,eiken,eiken-pre2,violation,"違反,無視","The class discussed ""violation"" during the lesson.","その授業では「違反,無視」について話し合いました。"
eiken-pre2-consequence,eiken,eiken-pre2,consequence,"結果,成り行き","Learners should understand ""consequence"" in context.","学習者は文脈の中で「結果,成り行き」を理解する必要があります。"
eiken-pre2-obligation,eiken,eiken-pre2,obligation,"義務,約束","Students learned ""obligation"" while reading the article.","生徒たちは記事を読みながら「義務,約束」を学びました。"
eiken-pre2-probability,eiken,eiken-pre2,probability,"ありそうなこと,起こりそうなこと,見込み,公算","The speaker used ""probability"" to explain the idea.","話し手は考えを説明するために「ありそうなこと,起こりそうなこと,見込み,公算」を使いました。"
eiken-pre2-economics,eiken,eiken-pre2,economics,経済学,"This passage includes ""economics"" as an important word.",この文章には重要語として「経済学」が含まれています。
eiken-pre2-resource,eiken,eiken-pre2,resource,"資源,物資,資産,財源","The class discussed ""resource"" during the lesson.","その授業では「資源,物資,資産,財源」について話し合いました。"
eiken-pre2-valid,eiken,eiken-pre2,valid,"妥当な,しっかりした根拠のある","Learners should understand ""valid"" in context.","学習者は文脈の中で「妥当な,しっかりした根拠のある」を理解する必要があります。"
eiken-pre2-engage,eiken,eiken-pre2,engage,雇う,"Students learned ""engage"" while reading the article.",生徒たちは記事を読みながら「雇う」を学びました。
eiken-pre2-terrorist,eiken,eiken-pre2,terrorist,"テロリスト,暴力主義者,恐怖政治家","The speaker used ""terrorist"" to explain the idea.","話し手は考えを説明するために「テロリスト,暴力主義者,恐怖政治家」を使いました。"
eiken-pre2-technique,eiken,eiken-pre2,technique,"技巧,技術","This passage includes ""technique"" as an important word.","この文章には重要語として「技巧,技術」が含まれています。"
eiken-pre2-ethnic,eiken,eiken-pre2,ethnic,民族の,"The class discussed ""ethnic"" during the lesson.",その授業では「民族の」について話し合いました。
eiken-pre2-genius,eiken,eiken-pre2,genius,天才,"Learners should understand ""genius"" in context.",学習者は文脈の中で「天才」を理解する必要があります。
eiken-pre2-philosophy,eiken,eiken-pre2,philosophy,哲学,"Students learned ""philosophy"" while reading the article.",生徒たちは記事を読みながら「哲学」を学びました。
eiken-pre2-disorder,eiken,eiken-pre2,disorder,"無秩序,混乱,乱雑","The speaker used ""disorder"" to explain the idea.","話し手は考えを説明するために「無秩序,混乱,乱雑」を使いました。"
eiken-pre2-psychology,eiken,eiken-pre2,psychology,心理学,"This passage includes ""psychology"" as an important word.",この文章には重要語として「心理学」が含まれています。
eiken-pre2-vietnam,eiken,eiken-pre2,vietnam,ベトナム = Viet Nam,"The class discussed ""vietnam"" during the lesson.",その授業では「ベトナム = Viet Nam」について話し合いました。
eiken-pre2-regime,eiken,eiken-pre2,regime,政治体制,"Learners should understand ""regime"" in context.",学習者は文脈の中で「政治体制」を理解する必要があります。
eiken-pre2-reform,eiken,eiken-pre2,reform,"編成し直す,再び作る","Students learned ""reform"" while reading the article.","生徒たちは記事を読みながら「編成し直す,再び作る」を学びました。"
eiken-pre2-empire,eiken,eiken-pre2,empire,帝国,"The speaker used ""empire"" to explain the idea.",話し手は考えを説明するために「帝国」を使いました。
eiken-pre2-nazi,eiken,eiken-pre2,nazi,ナチ党員,"This passage includes ""nazi"" as an important word.",この文章には重要語として「ナチ党員」が含まれています。
eiken-pre2-ban,eiken,eiken-pre2,ban,"禁止,禁制","The class discussed ""ban"" during the lesson.","その授業では「禁止,禁制」について話し合いました。"
eiken-pre2-moderate,eiken,eiken-pre2,moderate,"適度の,度を越さない","Learners should understand ""moderate"" in context.","学習者は文脈の中で「適度の,度を越さない」を理解する必要があります。"
eiken-pre2-psychological,eiken,eiken-pre2,psychological,"心理学の,心理学的な","Students learned ""psychological"" while reading the article.","生徒たちは記事を読みながら「心理学の,心理学的な」を学びました。"
eiken-pre2-academic,eiken,eiken-pre2,academic,"学問の,学術的な,教育の","The speaker used ""academic"" to explain the idea.","話し手は考えを説明するために「学問の,学術的な,教育の」を使いました。"
eiken-pre2-educational,eiken,eiken-pre2,educational,"教育の,教育に関する","This passage includes ""educational"" as an important word.","この文章には重要語として「教育の,教育に関する」が含まれています。"
eiken-pre2-crisis,eiken,eiken-pre2,crisis,"重大な事態,難局,危機","The class discussed ""crisis"" during the lesson.","その授業では「重大な事態,難局,危機」について話し合いました。"
eiken-pre2-liberal,eiken,eiken-pre2,liberal,自由主義の,"Learners should understand ""liberal"" in context.",学習者は文脈の中で「自由主義の」を理解する必要があります。
eiken-pre2-advocate,eiken,eiken-pre2,advocate,"を弁護して言う,主唱する","Students learned ""advocate"" while reading the article.","生徒たちは記事を読みながら「を弁護して言う,主唱する」を学びました。"
eiken-pre2-legally,eiken,eiken-pre2,legally,"法律上,法律的に","The speaker used ""legally"" to explain the idea.","話し手は考えを説明するために「法律上,法律的に」を使いました。"
eiken-pre2-diagnosis,eiken,eiken-pre2,diagnosis,診断,"This passage includes ""diagnosis"" as an important word.",この文章には重要語として「診断」が含まれています。
eiken-pre2-environmental,eiken,eiken-pre2,environmental,環境の,"The class discussed ""environmental"" during the lesson.",その授業では「環境の」について話し合いました。
eiken-pre2-situated,eiken,eiken-pre2,situated,位置している,"Learners should understand ""situated"" in context.",学習者は文脈の中で「位置している」を理解する必要があります。
eiken-pre2-van,eiken,eiken-pre2,van,"有蓋トラック,ほろつきトラック","Students learned ""van"" while reading the article.","生徒たちは記事を読みながら「有蓋トラック,ほろつきトラック」を学びました。"
eiken-pre2-marketing,eiken,eiken-pre2,marketing,市場での売買,"The speaker used ""marketing"" to explain the idea.",話し手は考えを説明するために「市場での売買」を使いました。
eiken-pre2-trouble,eiken,eiken-pre2,trouble,"苦難,心配,悩み","This passage includes ""trouble"" as an important word.","この文章には重要語として「苦難,心配,悩み」が含まれています。"
eiken-pre2-exhibit,eiken,eiken-pre2,exhibit,"を表す,示す","The class discussed ""exhibit"" during the lesson.","その授業では「を表す,示す」について話し合いました。"
eiken-pre2-institute,eiken,eiken-pre2,institute,"を設ける,設立する,制定する","Learners should understand ""institute"" in context.","学習者は文脈の中で「を設ける,設立する,制定する」を理解する必要があります。"
eiken-pre2-bacon,eiken,eiken-pre2,bacon,ベーコン,"Students learned ""bacon"" while reading the article.",生徒たちは記事を読みながら「ベーコン」を学びました。
eiken-pre2-abstract,eiken,eiken-pre2,abstract,抽象的な,"The speaker used ""abstract"" to explain the idea.",話し手は考えを説明するために「抽象的な」を使いました。
eiken-pre2-activist,eiken,eiken-pre2,activist,"積極行動主義者,実践主義者","This passage includes ""activist"" as an important word.","この文章には重要語として「積極行動主義者,実践主義者」が含まれています。"
eiken-pre2-technological,eiken,eiken-pre2,technological,科学技術の,"The class discussed ""technological"" during the lesson.",その授業では「科学技術の」について話し合いました。
eiken-pre2-machinery,eiken,eiken-pre2,machinery,機械,"Learners should understand ""machinery"" in context.",学習者は文脈の中で「機械」を理解する必要があります。
eiken-pre2-construct,eiken,eiken-pre2,construct,"組み立てる,建造する,建設する","Students learned ""construct"" while reading the article.","生徒たちは記事を読みながら「組み立てる,建造する,建設する」を学びました。"
eiken-pre2-minority,eiken,eiken-pre2,minority,"少数,半数以下","The speaker used ""minority"" to explain the idea.","話し手は考えを説明するために「少数,半数以下」を使いました。"
eiken-pre2-institution,eiken,eiken-pre2,institution,"設立,制定,開始","This passage includes ""institution"" as an important word.","この文章には重要語として「設立,制定,開始」が含まれています。"
eiken-pre2-entrance,eiken,eiken-pre2,entrance,"入り口,玄関","The class discussed ""entrance"" during the lesson.","その授業では「入り口,玄関」について話し合いました。"
eiken-pre2-establishment,eiken,eiken-pre2,establishment,"設立,設置","Learners should understand ""establishment"" in context.","学習者は文脈の中で「設立,設置」を理解する必要があります。"
eiken-pre2-enforcement,eiken,eiken-pre2,enforcement,"実施,施行","Students learned ""enforcement"" while reading the article.","生徒たちは記事を読みながら「実施,施行」を学びました。"
eiken-pre2-sequence,eiken,eiken-pre2,sequence,"連続,続き","The speaker used ""sequence"" to explain the idea.","話し手は考えを説明するために「連続,続き」を使いました。"
eiken-pre2-assessment,eiken,eiken-pre2,assessment,"評価,査定","This passage includes ""assessment"" as an important word.","この文章には重要語として「評価,査定」が含まれています。"
eiken-pre2-conservation,eiken,eiken-pre2,conservation,"保存,保護","The class discussed ""conservation"" during the lesson.","その授業では「保存,保護」について話し合いました。"
eiken-pre2-innovation,eiken,eiken-pre2,innovation,"革新,刷新","Learners should understand ""innovation"" in context.","学習者は文脈の中で「革新,刷新」を理解する必要があります。"
eiken-pre2-document,eiken,eiken-pre2,document,"文書,書類","Students learned ""document"" while reading the article.","生徒たちは記事を読みながら「文書,書類」を学びました。"
eiken-pre2-convention,eiken,eiken-pre2,convention,"会議,協議会","The speaker used ""convention"" to explain the idea.","話し手は考えを説明するために「会議,協議会」を使いました。"
eiken-pre2-equity,eiken,eiken-pre2,equity,"公平,公正,無私","This passage includes ""equity"" as an important word.","この文章には重要語として「公平,公正,無私」が含まれています。"
eiken-pre2-legislation,eiken,eiken-pre2,legislation,"立法,法律制定","The class discussed ""legislation"" during the lesson.","その授業では「立法,法律制定」について話し合いました。"
eiken-pre2-revolution,eiken,eiken-pre2,revolution,革命,"Learners should understand ""revolution"" in context.",学習者は文脈の中で「革命」を理解する必要があります。
eiken-pre2-constitution,eiken,eiken-pre2,constitution,"構成,構造","Students learned ""constitution"" while reading the article.","生徒たちは記事を読みながら「構成,構造」を学びました。"
eiken-pre2-equality,eiken,eiken-pre2,equality,"等しいこと,均等","The speaker used ""equality"" to explain the idea.","話し手は考えを説明するために「等しいこと,均等」を使いました。"
eiken-pre2-federation,eiken,eiken-pre2,federation,"連合,連盟","This passage includes ""federation"" as an important word.","この文章には重要語として「連合,連盟」が含まれています。"
eiken-pre2-instrument,eiken,eiken-pre2,instrument,"器具,器械,計器・楽器)","The class discussed ""instrument"" during the lesson.","その授業では「器具,器械,計器・楽器)」について話し合いました。"
eiken-pre2-resolution,eiken,eiken-pre2,resolution,決心すること,"Learners should understand ""resolution"" in context.",学習者は文脈の中で「決心すること」を理解する必要があります。
eiken-pre2-terrorism,eiken,eiken-pre2,terrorism,"行為,テロ","Students learned ""terrorism"" while reading the article.","生徒たちは記事を読みながら「行為,テロ」を学びました。"
eiken-pre2-finance,eiken,eiken-pre2,finance,"財政,財務,財政学","The speaker used ""finance"" to explain the idea.","話し手は考えを説明するために「財政,財務,財政学」を使いました。"
eiken-pre2-classification,eiken,eiken-pre2,classification,分類,"This passage includes ""classification"" as an important word.",この文章には重要語として「分類」が含まれています。
eiken-pre2-investigation,eiken,eiken-pre2,investigation,"調査,取り調べ,研究","The class discussed ""investigation"" during the lesson.","その授業では「調査,取り調べ,研究」について話し合いました。"
eiken-pre2-influence,eiken,eiken-pre2,influence,"影響,感化,効力","Learners should understand ""influence"" in context.","学習者は文脈の中で「影響,感化,効力」を理解する必要があります。"
eiken-pre2-determination,eiken,eiken-pre2,determination,"決心,決意,決断力","Students learned ""determination"" while reading the article.","生徒たちは記事を読みながら「決心,決意,決断力」を学びました。"
eiken-pre2-option,eiken,eiken-pre2,option,"選択すること,選択の権利","The speaker used ""option"" to explain the idea.","話し手は考えを説明するために「選択すること,選択の権利」を使いました。"
eiken-pre2-instruction,eiken,eiken-pre2,instruction,"教育,教授","This passage includes ""instruction"" as an important word.","この文章には重要語として「教育,教授」が含まれています。"
eiken-pre2-observation,eiken,eiken-pre2,observation,観察すること,"The class discussed ""observation"" during the lesson.",その授業では「観察すること」について話し合いました。
eiken-pre2-preference,eiken,eiken-pre2,preference,好み,"Learners should understand ""preference"" in context.",学習者は文脈の中で「好み」を理解する必要があります。
eiken-pre2-assumption,eiken,eiken-pre2,assumption,引き受けること,"Students learned ""assumption"" while reading the article.",生徒たちは記事を読みながら「引き受けること」を学びました。
eiken-pre2-ignorance,eiken,eiken-pre2,ignorance,"無学,無知,無教育","The speaker used ""ignorance"" to explain the idea.","話し手は考えを説明するために「無学,無知,無教育」を使いました。"
eiken-pre2-disappointment,eiken,eiken-pre2,disappointment,"失望,落胆,期待はずれ","This passage includes ""disappointment"" as an important word.","この文章には重要語として「失望,落胆,期待はずれ」が含まれています。"
eiken-pre2-prescription,eiken,eiken-pre2,prescription,指示すること,"The class discussed ""prescription"" during the lesson.",その授業では「指示すること」について話し合いました。
eiken-pre2-rehabilitation,eiken,eiken-pre2,rehabilitation,"社会復帰,リハビリテーション","Learners should understand ""rehabilitation"" in context.","学習者は文脈の中で「社会復帰,リハビリテーション」を理解する必要があります。"
eiken-pre2-capitalism,eiken,eiken-pre2,capitalism,資本主義,"Students learned ""capitalism"" while reading the article.",生徒たちは記事を読みながら「資本主義」を学びました。
eiken-pre2-frustration,eiken,eiken-pre2,frustration,"失敗,ざ折,落胆,失意","The speaker used ""frustration"" to explain the idea.","話し手は考えを説明するために「失敗,ざ折,落胆,失意」を使いました。"
eiken-pre2-decent,eiken,eiken-pre2,decent,"きちんとした,ふさわしい","This passage includes ""decent"" as an important word.","この文章には重要語として「きちんとした,ふさわしい」が含まれています。"
eiken-pre2-mexican,eiken,eiken-pre2,mexican,メキシコの,"The class discussed ""mexican"" during the lesson.",その授業では「メキシコの」について話し合いました。
eiken-pre2-obtain,eiken,eiken-pre2,obtain,"得る,手に入れる","Learners should understand ""obtain"" in context.","学習者は文脈の中で「得る,手に入れる」を理解する必要があります。"
eiken-pre2-bench,eiken,eiken-pre2,bench,"ベンチ,長いす","Students learned ""bench"" while reading the article.","生徒たちは記事を読みながら「ベンチ,長いす」を学びました。"
eiken-pre2-racist,eiken,eiken-pre2,racist,民族主義者,"The speaker used ""racist"" to explain the idea.",話し手は考えを説明するために「民族主義者」を使いました。
eiken-pre2-subsequent,eiken,eiken-pre2,subsequent,"後の,次の,続いて起こる","This passage includes ""subsequent"" as an important word.","この文章には重要語として「後の,次の,続いて起こる」が含まれています。"
eiken-pre2-romantic,eiken,eiken-pre2,romantic,"ロマンチックな,伝奇物語的な,小説にありそうな","The class discussed ""romantic"" during the lesson.","その授業では「ロマンチックな,伝奇物語的な,小説にありそうな」について話し合いました。"
eiken-pre2-pen,eiken,eiken-pre2,pen,International Association of Poets...,"Learners should understand ""pen"" in context.",学習者は文脈の中で「International Association of Poets...」を理解する必要があります。
eiken-pre2-agriculture,eiken,eiken-pre2,agriculture,"農業,農学","Students learned ""agriculture"" while reading the article.","生徒たちは記事を読みながら「農業,農学」を学びました。"
eiken-pre2-procedure,eiken,eiken-pre2,procedure,"進行,進展","The speaker used ""procedure"" to explain the idea.","話し手は考えを説明するために「進行,進展」を使いました。"
eiken-pre2-seed,eiken,eiken-pre2,seed,"種,種子","This passage includes ""seed"" as an important word.","この文章には重要語として「種,種子」が含まれています。"
eiken-pre2-spell,eiken,eiken-pre2,spell,"をつづる,のつづりを言う ・のつづりである・ ・…を招く,意味する・...","The class discussed ""spell"" during the lesson.","その授業では「をつづる,のつづりを言う ・のつづりである・ ・…を招く,意味する・...」について話し合いました。"
eiken-pre2-assault,eiken,eiken-pre2,assault,"的な意で)襲うこと,強襲,攻撃","Learners should understand ""assault"" in context.","学習者は文脈の中で「的な意で)襲うこと,強襲,攻撃」を理解する必要があります。"
