id,axis,level_id,spelling,translation,example,example_translation
eiken-3-weather,eiken,eiken-3,weather,天気,"Learners should understand ""weather"" in context.",学習者は文脈の中で「天気」を理解する必要があります。
eiken-3-weekend,eiken,eiken-3,weekend,週末,"Students learned ""weekend"" while reading the article.",生徒たちは記事を読みながら「週末」を学びました。
eiken-3-activity,eiken,eiken-3,activity,活動,"The speaker used ""activity"" to explain the idea.",話し手は考えを説明するために「活動」を使いました。
eiken-3-beautiful,eiken,eiken-3,beautiful,美しい,"This passage includes ""beautiful"" as an important word.",この文章には重要語として「美しい」が含まれています。
eiken-3-careful,eiken,eiken-3,careful,注意深い,"The class discussed ""careful"" during the lesson.",その授業では「注意深い」について話し合いました。
eiken-3-clean,eiken,eiken-3,clean,清潔な,"Learners should understand ""clean"" in context.",学習者は文脈の中で「清潔な」を理解する必要があります。
eiken-3-famous,eiken,eiken-3,famous,有名な,"Students learned ""famous"" while reading the article.",生徒たちは記事を読みながら「有名な」を学びました。
eiken-3-favorite,eiken,eiken-3,favorite,お気に入りの,"The speaker used ""favorite"" to explain the idea.",話し手は考えを説明するために「お気に入りの」を使いました。
eiken-3-friendly,eiken,eiken-3,friendly,親しみやすい,"This passage includes ""friendly"" as an important word.",この文章には重要語として「親しみやすい」が含まれています。
eiken-3-important,eiken,eiken-3,important,重要な,"The class discussed ""important"" during the lesson.",その授業では「重要な」について話し合いました。
eiken-3-interested,eiken,eiken-3,interested,興味がある,"Learners should understand ""interested"" in context.",学習者は文脈の中で「興味がある」を理解する必要があります。
eiken-3-kind,eiken,eiken-3,kind,親切な,"Students learned ""kind"" while reading the article.",生徒たちは記事を読みながら「親切な」を学びました。
eiken-3-popular,eiken,eiken-3,popular,人気のある,"The speaker used ""popular"" to explain the idea.",話し手は考えを説明するために「人気のある」を使いました。
eiken-3-quiet,eiken,eiken-3,quiet,静かな,"This passage includes ""quiet"" as an important word.",この文章には重要語として「静かな」が含まれています。
eiken-3-simple,eiken,eiken-3,simple,簡単な,"The class discussed ""simple"" during the lesson.",その授業では「簡単な」について話し合いました。
eiken-3-useful,eiken,eiken-3,useful,役に立つ,"Learners should understand ""useful"" in context.",学習者は文脈の中で「役に立つ」を理解する必要があります。
eiken-3-visit,eiken,eiken-3,visit,訪れる,"Students learned ""visit"" while reading the article.",生徒たちは記事を読みながら「訪れる」を学びました。
eiken-3-borrow,eiken,eiken-3,borrow,借りる,"The speaker used ""borrow"" to explain the idea.",話し手は考えを説明するために「借りる」を使いました。
eiken-3-choose,eiken,eiken-3,choose,選ぶ,"This passage includes ""choose"" as an important word.",この文章には重要語として「選ぶ」が含まれています。
eiken-3-collect,eiken,eiken-3,collect,集める,"The class discussed ""collect"" during the lesson.",その授業では「集める」について話し合いました。
eiken-3-decide,eiken,eiken-3,decide,決める,"Learners should understand ""decide"" in context.",学習者は文脈の中で「決める」を理解する必要があります。
eiken-3-enjoy,eiken,eiken-3,enjoy,楽しむ,"Students learned ""enjoy"" while reading the article.",生徒たちは記事を読みながら「楽しむ」を学びました。
eiken-3-explain,eiken,eiken-3,explain,説明する,"The speaker used ""explain"" to explain the idea.",話し手は考えを説明するために「説明する」を使いました。
eiken-3-join,eiken,eiken-3,join,参加する,"This passage includes ""join"" as an important word.",この文章には重要語として「参加する」が含まれています。
eiken-3-learn,eiken,eiken-3,learn,学ぶ,"The class discussed ""learn"" during the lesson.",その授業では「学ぶ」について話し合いました。
eiken-3-protect,eiken,eiken-3,protect,守る,"Learners should understand ""protect"" in context.",学習者は文脈の中で「守る」を理解する必要があります。
eiken-3-feedback,eiken,eiken-3,feedback,フィードバック,"Students learned ""feedback"" while reading the article.",生徒たちは記事を読みながら「フィードバック」を学びました。
eiken-3-science,eiken,eiken-3,science,科学,"The speaker used ""science"" to explain the idea.",話し手は考えを説明するために「科学」を使いました。
eiken-3-community,eiken,eiken-3,community,"共同会社,地域会社・共同体","This passage includes ""community"" as an important word.","この文章には重要語として「共同会社,地域会社・共同体」が含まれています。"
eiken-3-concept,eiken,eiken-3,concept,"概念,観念,概念","The class discussed ""concept"" during the lesson.","その授業では「概念,観念,概念」について話し合いました。"
eiken-3-analysis,eiken,eiken-3,analysis,"分析,分解","Learners should understand ""analysis"" in context.","学習者は文脈の中で「分析,分解」を理解する必要があります。"
eiken-3-democracy,eiken,eiken-3,democracy,"民主政治,民主主義,民主政体,民主社会","Students learned ""democracy"" while reading the article.","生徒たちは記事を読みながら「民主政治,民主主義,民主政体,民主社会」を学びました。"
eiken-3-technology,eiken,eiken-3,technology,"科学技術,工業技術・科学技術的な方法・文明の環境利用・応用科学","The speaker used ""technology"" to explain the idea.","話し手は考えを説明するために「科学技術,工業技術・科学技術的な方法・文明の環境利用・応用科学」を使いました。"
eiken-3-society,eiken,eiken-3,society,"社会,世間,すべての人々","This passage includes ""society"" as an important word.","この文章には重要語として「社会,世間,すべての人々」が含まれています。"
eiken-3-art,eiken,eiken-3,art,芸術,"The class discussed ""art"" during the lesson.",その授業では「芸術」について話し合いました。
eiken-3-reaction,eiken,eiken-3,reaction,反応,"Learners should understand ""reaction"" in context.",学習者は文脈の中で「反応」を理解する必要があります。
eiken-3-evidence,eiken,eiken-3,evidence,"証拠,証拠物件","Students learned ""evidence"" while reading the article.","生徒たちは記事を読みながら「証拠,証拠物件」を学びました。"
eiken-3-education,eiken,eiken-3,education,教育,"The speaker used ""education"" to explain the idea.",話し手は考えを説明するために「教育」を使いました。
eiken-3-van,eiken,eiken-3,van,"有蓋トラック,ほろつきトラック","This passage includes ""van"" as an important word.","この文章には重要語として「有蓋トラック,ほろつきトラック」が含まれています。"
eiken-3-marketing,eiken,eiken-3,marketing,市場での売買,"The class discussed ""marketing"" during the lesson.",その授業では「市場での売買」について話し合いました。
eiken-3-trouble,eiken,eiken-3,trouble,"苦難,心配,悩み","Learners should understand ""trouble"" in context.","学習者は文脈の中で「苦難,心配,悩み」を理解する必要があります。"
eiken-3-institute,eiken,eiken-3,institute,"を設ける,設立する,制定する","Students learned ""institute"" while reading the article.","生徒たちは記事を読みながら「を設ける,設立する,制定する」を学びました。"
eiken-3-liberal,eiken,eiken-3,liberal,自由主義の,"The speaker used ""liberal"" to explain the idea.",話し手は考えを説明するために「自由主義の」を使いました。
eiken-3-finding,eiken,eiken-3,finding,発見すること・発見物,"This passage includes ""finding"" as an important word.",この文章には重要語として「発見すること・発見物」が含まれています。
eiken-3-economy,eiken,eiken-3,economy,"経済,財政","The class discussed ""economy"" during the lesson.","その授業では「経済,財政」について話し合いました。"
eiken-3-crisis,eiken,eiken-3,crisis,"重大な事態,難局,危機","Learners should understand ""crisis"" in context.","学習者は文脈の中で「重大な事態,難局,危機」を理解する必要があります。"
eiken-3-theory,eiken,eiken-3,theory,"理論,学説","Students learned ""theory"" while reading the article.","生徒たちは記事を読みながら「理論,学説」を学びました。"
eiken-3-educational,eiken,eiken-3,educational,"教育の,教育に関する","The speaker used ""educational"" to explain the idea.","話し手は考えを説明するために「教育の,教育に関する」を使いました。"
eiken-3-affect,eiken,eiken-3,affect,影響する,"This passage includes ""affect"" as an important word.",この文章には重要語として「影響する」が含まれています。
eiken-3-material,eiken,eiken-3,material,"材料,原料","The class discussed ""material"" during the lesson.","その授業では「材料,原料」について話し合いました。"
eiken-3-academic,eiken,eiken-3,academic,"学問の,学術的な,教育の","Learners should understand ""academic"" in context.","学習者は文脈の中で「学問の,学術的な,教育の」を理解する必要があります。"
eiken-3-ban,eiken,eiken-3,ban,"禁止,禁制","Students learned ""ban"" while reading the article.","生徒たちは記事を読みながら「禁止,禁制」を学びました。"
eiken-3-campaign,eiken,eiken-3,campaign,"軍事行動,作戦,戦闘","The speaker used ""campaign"" to explain the idea.","話し手は考えを説明するために「軍事行動,作戦,戦闘」を使いました。"
eiken-3-effect,eiken,eiken-3,effect,結果,"This passage includes ""effect"" as an important word.",この文章には重要語として「結果」が含まれています。
eiken-3-empire,eiken,eiken-3,empire,帝国,"The class discussed ""empire"" during the lesson.",その授業では「帝国」について話し合いました。
eiken-3-standard,eiken,eiken-3,standard,"標準,基準,水準,規範","Learners should understand ""standard"" in context.","学習者は文脈の中で「標準,基準,水準,規範」を理解する必要があります。"
eiken-3-reform,eiken,eiken-3,reform,"編成し直す,再び作る","Students learned ""reform"" while reading the article.","生徒たちは記事を読みながら「編成し直す,再び作る」を学びました。"
eiken-3-legal,eiken,eiken-3,legal,"法律の,法律上","The speaker used ""legal"" to explain the idea.","話し手は考えを説明するために「法律の,法律上」を使いました。"
eiken-3-economic,eiken,eiken-3,economic,経済の,"This passage includes ""economic"" as an important word.",この文章には重要語として「経済の」が含まれています。
eiken-3-ground,eiken,eiken-3,ground,"地面,地表","The class discussed ""ground"" during the lesson.","その授業では「地面,地表」について話し合いました。"
eiken-3-philosophy,eiken,eiken-3,philosophy,哲学,"Learners should understand ""philosophy"" in context.",学習者は文脈の中で「哲学」を理解する必要があります。
eiken-3-policy,eiken,eiken-3,policy,"方針,方策,政策","Students learned ""policy"" while reading the article.","生徒たちは記事を読みながら「方針,方策,政策」を学びました。"
eiken-3-technique,eiken,eiken-3,technique,"技巧,技術","The speaker used ""technique"" to explain the idea.","話し手は考えを説明するために「技巧,技術」を使いました。"
eiken-3-force,eiken,eiken-3,force,"力,勢い","This passage includes ""force"" as an important word.","この文章には重要語として「力,勢い」が含まれています。"
eiken-3-economics,eiken,eiken-3,economics,経済学,"The class discussed ""economics"" during the lesson.",その授業では「経済学」について話し合いました。
eiken-3-resource,eiken,eiken-3,resource,"資源,物資,資産,財源","Learners should understand ""resource"" in context.","学習者は文脈の中で「資源,物資,資産,財源」を理解する必要があります。"
eiken-3-valid,eiken,eiken-3,valid,"妥当な,しっかりした根拠のある","Students learned ""valid"" while reading the article.","生徒たちは記事を読みながら「妥当な,しっかりした根拠のある」を学びました。"
eiken-3-engage,eiken,eiken-3,engage,雇う,"The speaker used ""engage"" to explain the idea.",話し手は考えを説明するために「雇う」を使いました。
eiken-3-terrorist,eiken,eiken-3,terrorist,"テロリスト,暴力主義者,恐怖政治家","This passage includes ""terrorist"" as an important word.","この文章には重要語として「テロリスト,暴力主義者,恐怖政治家」が含まれています。"
eiken-3-ethnic,eiken,eiken-3,ethnic,民族の,"The class discussed ""ethnic"" during the lesson.",その授業では「民族の」について話し合いました。
eiken-3-genius,eiken,eiken-3,genius,天才,"Learners should understand ""genius"" in context.",学習者は文脈の中で「天才」を理解する必要があります。
eiken-3-disorder,eiken,eiken-3,disorder,"無秩序,混乱,乱雑","Students learned ""disorder"" while reading the article.","生徒たちは記事を読みながら「無秩序,混乱,乱雑」を学びました。"
eiken-3-psychology,eiken,eiken-3,psychology,心理学,"The speaker used ""psychology"" to explain the idea.",話し手は考えを説明するために「心理学」を使いました。
eiken-3-vietnam,eiken,eiken-3,vietnam,ベトナム = Viet Nam,"This passage includes ""vietnam"" as an important word.",この文章には重要語として「ベトナム = Viet Nam」が含まれています。
eiken-3-regime,eiken,eiken-3,regime,政治体制,"The class discussed ""regime"" during the lesson.",その授業では「政治体制」について話し合いました。
eiken-3-nazi,eiken,eiken-3,nazi,ナチ党員,"Learners should understand ""nazi"" in context.",学習者は文脈の中で「ナチ党員」を理解する必要があります。
eiken-3-influence,eiken,eiken-3,influence,"影響,感化,効力","Students learned ""influence"" while reading the article.","生徒たちは記事を読みながら「影響,感化,効力」を学びました。"
eiken-3-option,eiken,eiken-3,option,"選択すること,選択の権利","The speaker used ""option"" to explain the idea.","話し手は考えを説明するために「選択すること,選択の権利」を使いました。"
eiken-3-finance,eiken,eiken-3,finance,"財政,財務,財政学","This passage includes ""finance"" as an important word.","この文章には重要語として「財政,財務,財政学」が含まれています。"
eiken-3-condition,eiken,eiken-3,condition,状態,"The class discussed ""condition"" during the lesson.",その授業では「状態」について話し合いました。
eiken-3-operation,eiken,eiken-3,operation,"作用,働き","Learners should understand ""operation"" in context.","学習者は文脈の中で「作用,働き」を理解する必要があります。"
eiken-3-resolution,eiken,eiken-3,resolution,決心すること,"Students learned ""resolution"" while reading the article.",生徒たちは記事を読みながら「決心すること」を学びました。
eiken-3-constitution,eiken,eiken-3,constitution,"構成,構造","The speaker used ""constitution"" to explain the idea.","話し手は考えを説明するために「構成,構造」を使いました。"
eiken-3-construction,eiken,eiken-3,construction,"組立て,建築,建造","This passage includes ""construction"" as an important word.","この文章には重要語として「組立て,建築,建造」が含まれています。"
eiken-3-revolution,eiken,eiken-3,revolution,革命,"The class discussed ""revolution"" during the lesson.",その授業では「革命」について話し合いました。
eiken-3-legislation,eiken,eiken-3,legislation,"立法,法律制定","Learners should understand ""legislation"" in context.","学習者は文脈の中で「立法,法律制定」を理解する必要があります。"
eiken-3-situation,eiken,eiken-3,situation,"立場,状態,境遇","Students learned ""situation"" while reading the article.","生徒たちは記事を読みながら「立場,状態,境遇」を学びました。"
eiken-3-convention,eiken,eiken-3,convention,"会議,協議会","The speaker used ""convention"" to explain the idea.","話し手は考えを説明するために「会議,協議会」を使いました。"
eiken-3-document,eiken,eiken-3,document,"文書,書類","This passage includes ""document"" as an important word.","この文章には重要語として「文書,書類」が含まれています。"
eiken-3-tradition,eiken,eiken-3,tradition,"しきたり,伝統・ 伝説・慣例,文化遺産","The class discussed ""tradition"" during the lesson.","その授業では「しきたり,伝統・ 伝説・慣例,文化遺産」について話し合いました。"
eiken-3-position,eiken,eiken-3,position,位置,"Learners should understand ""position"" in context.",学習者は文脈の中で「位置」を理解する必要があります。
eiken-3-assessment,eiken,eiken-3,assessment,"評価,査定","Students learned ""assessment"" while reading the article.","生徒たちは記事を読みながら「評価,査定」を学びました。"
eiken-3-enforcement,eiken,eiken-3,enforcement,"実施,施行","The speaker used ""enforcement"" to explain the idea.","話し手は考えを説明するために「実施,施行」を使いました。"
eiken-3-development,eiken,eiken-3,development,"発達,発展,発育,成長","This passage includes ""development"" as an important word.","この文章には重要語として「発達,発展,発育,成長」が含まれています。"
eiken-3-institution,eiken,eiken-3,institution,"設立,制定,開始","The class discussed ""institution"" during the lesson.","その授業では「設立,制定,開始」について話し合いました。"
eiken-3-minority,eiken,eiken-3,minority,"少数,半数以下","Learners should understand ""minority"" in context.","学習者は文脈の中で「少数,半数以下」を理解する必要があります。"
eiken-3-entrance,eiken,eiken-3,entrance,"入り口,玄関","Students learned ""entrance"" while reading the article.","生徒たちは記事を読みながら「入り口,玄関」を学びました。"
eiken-3-sequence,eiken,eiken-3,sequence,"連続,続き","The speaker used ""sequence"" to explain the idea.","話し手は考えを説明するために「連続,続き」を使いました。"
eiken-3-conservation,eiken,eiken-3,conservation,"保存,保護","This passage includes ""conservation"" as an important word.","この文章には重要語として「保存,保護」が含まれています。"
eiken-3-innovation,eiken,eiken-3,innovation,"革新,刷新","The class discussed ""innovation"" during the lesson.","その授業では「革新,刷新」について話し合いました。"
eiken-3-equity,eiken,eiken-3,equity,"公平,公正,無私","Learners should understand ""equity"" in context.","学習者は文脈の中で「公平,公正,無私」を理解する必要があります。"
eiken-3-democratic,eiken,eiken-3,democratic,"民主主義の,民主政体の","Students learned ""democratic"" while reading the article.","生徒たちは記事を読みながら「民主主義の,民主政体の」を学びました。"
eiken-3-religion,eiken,eiken-3,religion,宗教,"The speaker used ""religion"" to explain the idea.",話し手は考えを説明するために「宗教」を使いました。
eiken-3-mail,eiken,eiken-3,mail,"鎖かたびら,よろい","This passage includes ""mail"" as an important word.","この文章には重要語として「鎖かたびら,よろい」が含まれています。"
eiken-3-technical,eiken,eiken-3,technical,"専門の,専門的な","The class discussed ""technical"" during the lesson.","その授業では「専門の,専門的な」について話し合いました。"
eiken-3-transfer,eiken,eiken-3,transfer,"を移す,移転させる,乗り換えさせる","Learners should understand ""transfer"" in context.","学習者は文脈の中で「を移す,移転させる,乗り換えさせる」を理解する必要があります。"
eiken-3-develop,eiken,eiken-3,develop,"生じさせる,を現す","Students learned ""develop"" while reading the article.","生徒たちは記事を読みながら「生じさせる,を現す」を学びました。"
eiken-3-cultural,eiken,eiken-3,cultural,文化的な,"The speaker used ""cultural"" to explain the idea.",話し手は考えを説明するために「文化的な」を使いました。
eiken-3-alternative,eiken,eiken-3,alternative,"どちらかを選ぶべき,二者択一の","This passage includes ""alternative"" as an important word.","この文章には重要語として「どちらかを選ぶべき,二者択一の」が含まれています。"
eiken-3-fellow,eiken,eiken-3,fellow,"男,やつ","The class discussed ""fellow"" during the lesson.","その授業では「男,やつ」について話し合いました。"
eiken-3-setting,eiken,eiken-3,setting,はめこみ台,"Learners should understand ""setting"" in context.",学習者は文脈の中で「はめこみ台」を理解する必要があります。
eiken-3-proof,eiken,eiken-3,proof,"証拠,証明","Students learned ""proof"" while reading the article.","生徒たちは記事を読みながら「証拠,証明」を学びました。"
eiken-3-historical,eiken,eiken-3,historical,"歴史の,史学の","The speaker used ""historical"" to explain the idea.","話し手は考えを説明するために「歴史の,史学の」を使いました。"
eiken-3-till,eiken,eiken-3,till,まで,"This passage includes ""till"" as an important word.",この文章には重要語として「まで」が含まれています。
eiken-3-negative,eiken,eiken-3,negative,"否定の,反対の","The class discussed ""negative"" during the lesson.","その授業では「否定の,反対の」について話し合いました。"
eiken-3-illegal,eiken,eiken-3,illegal,"不法の,違法の","Learners should understand ""illegal"" in context.","学習者は文脈の中で「不法の,違法の」を理解する必要があります。"
eiken-3-soul,eiken,eiken-3,soul,"魂,霊魂","Students learned ""soul"" while reading the article.","生徒たちは記事を読みながら「魂,霊魂」を学びました。"
eiken-3-grant,eiken,eiken-3,grant,"をかなえる,聞き入れる","The speaker used ""grant"" to explain the idea.","話し手は考えを説明するために「をかなえる,聞き入れる」を使いました。"
eiken-3-lawyer,eiken,eiken-3,lawyer,弁護士,"This passage includes ""lawyer"" as an important word.",この文章には重要語として「弁護士」が含まれています。
eiken-3-platform,eiken,eiken-3,platform,"壇,教壇,演壇","The class discussed ""platform"" during the lesson.","その授業では「壇,教壇,演壇」について話し合いました。"
eiken-3-scientific,eiken,eiken-3,scientific,"科学の,学術的な","Learners should understand ""scientific"" in context.","学習者は文脈の中で「科学の,学術的な」を理解する必要があります。"
eiken-3-profile,eiken,eiken-3,profile,"横顔,ゲロフィール","Students learned ""profile"" while reading the article.","生徒たちは記事を読みながら「横顔,ゲロフィール」を学びました。"
eiken-3-abuse,eiken,eiken-3,abuse,"乱用,悪用","The speaker used ""abuse"" to explain the idea.","話し手は考えを説明するために「乱用,悪用」を使いました。"
eiken-3-concern,eiken,eiken-3,concern,"関係する,かかわる,影響する","This passage includes ""concern"" as an important word.","この文章には重要語として「関係する,かかわる,影響する」が含まれています。"
eiken-3-fund,eiken,eiken-3,fund,"資金,基金","The class discussed ""fund"" during the lesson.","その授業では「資金,基金」について話し合いました。"
eiken-3-estate,eiken,eiken-3,estate,地所,"Learners should understand ""estate"" in context.",学習者は文脈の中で「地所」を理解する必要があります。
eiken-3-smart,eiken,eiken-3,smart,"機敏な,気のきいた,抜け目のない","Students learned ""smart"" while reading the article.","生徒たちは記事を読みながら「機敏な,気のきいた,抜け目のない」を学びました。"
eiken-3-demand,eiken,eiken-3,demand,"求める,せがむ","The speaker used ""demand"" to explain the idea.","話し手は考えを説明するために「求める,せがむ」を使いました。"
eiken-3-affected,eiken,eiken-3,affected,"影響された,作用を受けた","This passage includes ""affected"" as an important word.","この文章には重要語として「影響された,作用を受けた」が含まれています。"
eiken-3-species,eiken,eiken-3,species,"種,種族の下の単位)","The class discussed ""species"" during the lesson.","その授業では「種,種族の下の単位)」について話し合いました。"
eiken-3-serve,eiken,eiken-3,serve,"に仕える,の役に立つ","Learners should understand ""serve"" in context.","学習者は文脈の中で「に仕える,の役に立つ」を理解する必要があります。"
eiken-3-pure,eiken,eiken-3,pure,"混じりけのない,純粋の","Students learned ""pure"" while reading the article.","生徒たちは記事を読みながら「混じりけのない,純粋の」を学びました。"
eiken-3-secure,eiken,eiken-3,secure,"安定した,確実性のある,保証されている","The speaker used ""secure"" to explain the idea.","話し手は考えを説明するために「安定した,確実性のある,保証されている」を使いました。"
eiken-3-attempt,eiken,eiken-3,attempt,"企てる,試みる","This passage includes ""attempt"" as an important word.","この文章には重要語として「企てる,試みる」が含まれています。"
eiken-3-accept,eiken,eiken-3,accept,"を受け取る,を受け入れる","The class discussed ""accept"" during the lesson.","その授業では「を受け取る,を受け入れる」について話し合いました。"
eiken-3-freedom,eiken,eiken-3,freedom,自由,"Learners should understand ""freedom"" in context.",学習者は文脈の中で「自由」を理解する必要があります。
eiken-3-therefore,eiken,eiken-3,therefore,"それゆえ,それで","Students learned ""therefore"" while reading the article.","生徒たちは記事を読みながら「それゆえ,それで」を学びました。"
