id,axis,level_id,spelling,translation,example,example_translation
toeic-700-consultant,toeic,toeic-700,consultant,コンサルタント,"Employees should understand ""consultant"" in business documents.",従業員は業務文書で「コンサルタント」を理解する必要があります。
toeic-700-department,toeic,toeic-700,department,部署,"The notice mentioned ""department"" for all staff members.",その通知は全スタッフ向けに「部署」に触れていました。
toeic-700-distribution,toeic,toeic-700,distribution,流通,"The client asked about ""distribution"" after the meeting.",顧客は会議後に「流通」について尋ねました。
toeic-700-efficiency,toeic,toeic-700,efficiency,効率,"The team reviewed ""efficiency"" before making a decision.",チームは決定前に「効率」を確認しました。
toeic-700-facility,toeic,toeic-700,facility,施設,"The manager used ""facility"" in the monthly report.",マネージャーは月次報告で「施設」を使いました。
toeic-700-feedback,toeic,toeic-700,feedback,意見,"Employees should understand ""feedback"" in business documents.",従業員は業務文書で「意見」を理解する必要があります。
toeic-700-headquarters,toeic,toeic-700,headquarters,本社,"The notice mentioned ""headquarters"" for all staff members.",その通知は全スタッフ向けに「本社」に触れていました。
toeic-700-inspection,toeic,toeic-700,inspection,検査,"The client asked about ""inspection"" after the meeting.",顧客は会議後に「検査」について尋ねました。
toeic-700-maintenance,toeic,toeic-700,maintenance,保守,"The team reviewed ""maintenance"" before making a decision.",チームは決定前に「保守」を確認しました。
toeic-700-manufacturer,toeic,toeic-700,manufacturer,製造業者,"The manager used ""manufacturer"" in the monthly report.",マネージャーは月次報告で「製造業者」を使いました。
toeic-700-marketing,toeic,toeic-700,marketing,販売促進,"Employees should understand ""marketing"" in business documents.",従業員は業務文書で「販売促進」を理解する必要があります。
toeic-700-performance,toeic,toeic-700,performance,業績,"The notice mentioned ""performance"" for all staff members.",その通知は全スタッフ向けに「業績」に触れていました。
toeic-700-personnel,toeic,toeic-700,personnel,人事,"The client asked about ""personnel"" after the meeting.",顧客は会議後に「人事」について尋ねました。
toeic-700-policy,toeic,toeic-700,policy,方針,"The team reviewed ""policy"" before making a decision.",チームは決定前に「方針」を確認しました。
toeic-700-procedure,toeic,toeic-700,procedure,手順,"The manager used ""procedure"" in the monthly report.",マネージャーは月次報告で「手順」を使いました。
toeic-700-promotion,toeic,toeic-700,promotion,昇進,"Employees should understand ""promotion"" in business documents.",従業員は業務文書で「昇進」を理解する必要があります。
toeic-700-questionnaire,toeic,toeic-700,questionnaire,アンケート,"The notice mentioned ""questionnaire"" for all staff members.",その通知は全スタッフ向けに「アンケート」に触れていました。
toeic-700-recommendation,toeic,toeic-700,recommendation,推薦,"The client asked about ""recommendation"" after the meeting.",顧客は会議後に「推薦」について尋ねました。
toeic-700-registration,toeic,toeic-700,registration,登録,"The team reviewed ""registration"" before making a decision.",チームは決定前に「登録」を確認しました。
toeic-700-reservation,toeic,toeic-700,reservation,予約,"The manager used ""reservation"" in the monthly report.",マネージャーは月次報告で「予約」を使いました。
toeic-700-representative,toeic,toeic-700,representative,担当者,"Employees should understand ""representative"" in business documents.",従業員は業務文書で「担当者」を理解する必要があります。
toeic-700-requirement,toeic,toeic-700,requirement,要件,"The notice mentioned ""requirement"" for all staff members.",その通知は全スタッフ向けに「要件」に触れていました。
toeic-700-supervisor,toeic,toeic-700,supervisor,上司,"The client asked about ""supervisor"" after the meeting.",顧客は会議後に「上司」について尋ねました。
toeic-700-transaction,toeic,toeic-700,transaction,取引,"The team reviewed ""transaction"" before making a decision.",チームは決定前に「取引」を確認しました。
toeic-700-workshop,toeic,toeic-700,workshop,研修会,"The manager used ""workshop"" in the monthly report.",マネージャーは月次報告で「研修会」を使いました。
toeic-700-advertise,toeic,toeic-700,advertise,宣伝する,"Employees should understand ""advertise"" in business documents.",従業員は業務文書で「宣伝する」を理解する必要があります。
toeic-700-assign,toeic,toeic-700,assign,割り当てる,"The notice mentioned ""assign"" for all staff members.",その通知は全スタッフ向けに「割り当てる」に触れていました。
toeic-700-attach,toeic,toeic-700,attach,添付する,"The client asked about ""attach"" after the meeting.",顧客は会議後に「添付する」について尋ねました。
toeic-700-collaborate,toeic,toeic-700,collaborate,協力する,"The team reviewed ""collaborate"" before making a decision.",チームは決定前に「協力する」を確認しました。
toeic-700-complete,toeic,toeic-700,complete,完了する,"The manager used ""complete"" in the monthly report.",マネージャーは月次報告で「完了する」を使いました。
toeic-700-conduct,toeic,toeic-700,conduct,実施する,"Employees should understand ""conduct"" in business documents.",従業員は業務文書で「実施する」を理解する必要があります。
toeic-700-demonstrate,toeic,toeic-700,demonstrate,実演する,"The notice mentioned ""demonstrate"" for all staff members.",その通知は全スタッフ向けに「実演する」に触れていました。
toeic-700-distribute,toeic,toeic-700,distribute,配布する,"The client asked about ""distribute"" after the meeting.",顧客は会議後に「配布する」について尋ねました。
toeic-700-expand,toeic,toeic-700,expand,拡大する,"The team reviewed ""expand"" before making a decision.",チームは決定前に「拡大する」を確認しました。
toeic-700-improve,toeic,toeic-700,improve,改善する,"The manager used ""improve"" in the monthly report.",マネージャーは月次報告で「改善する」を使いました。
toeic-700-install,toeic,toeic-700,install,設置する,"Employees should understand ""install"" in business documents.",従業員は業務文書で「設置する」を理解する必要があります。
toeic-700-launch,toeic,toeic-700,launch,開始する,"The notice mentioned ""launch"" for all staff members.",その通知は全スタッフ向けに「開始する」に触れていました。
toeic-700-notify,toeic,toeic-700,notify,通知する,"The client asked about ""notify"" after the meeting.",顧客は会議後に「通知する」について尋ねました。
toeic-700-participate,toeic,toeic-700,participate,参加する,"The team reviewed ""participate"" before making a decision.",チームは決定前に「参加する」を確認しました。
toeic-700-process,toeic,toeic-700,process,処理する,"The manager used ""process"" in the monthly report.",マネージャーは月次報告で「処理する」を使いました。
toeic-700-recruit,toeic,toeic-700,recruit,採用する,"Employees should understand ""recruit"" in business documents.",従業員は業務文書で「採用する」を理解する必要があります。
toeic-700-reduce,toeic,toeic-700,reduce,削減する,"The notice mentioned ""reduce"" for all staff members.",その通知は全スタッフ向けに「削減する」に触れていました。
toeic-700-relocate,toeic,toeic-700,relocate,移転する,"The client asked about ""relocate"" after the meeting.",顧客は会議後に「移転する」について尋ねました。
toeic-700-replace,toeic,toeic-700,replace,交換する,"The team reviewed ""replace"" before making a decision.",チームは決定前に「交換する」を確認しました。
toeic-700-resolve,toeic,toeic-700,resolve,解決する,"The manager used ""resolve"" in the monthly report.",マネージャーは月次報告で「解決する」を使いました。
toeic-700-ship,toeic,toeic-700,ship,発送する,"Employees should understand ""ship"" in business documents.",従業員は業務文書で「発送する」を理解する必要があります。
toeic-700-supervise,toeic,toeic-700,supervise,監督する,"The notice mentioned ""supervise"" for all staff members.",その通知は全スタッフ向けに「監督する」に触れていました。
toeic-700-transfer,toeic,toeic-700,transfer,転送する,"The client asked about ""transfer"" after the meeting.",顧客は会議後に「転送する」について尋ねました。
toeic-700-accurate,toeic,toeic-700,accurate,正確な,"The team reviewed ""accurate"" before making a decision.",チームは決定前に「正確な」を確認しました。
toeic-700-annual,toeic,toeic-700,annual,年1回の,"The manager used ""annual"" in the monthly report.",マネージャーは月次報告で「年1回の」を使いました。
toeic-700-competitive,toeic,toeic-700,competitive,競争力のある,"Employees should understand ""competitive"" in business documents.",従業員は業務文書で「競争力のある」を理解する必要があります。
toeic-700-domestic,toeic,toeic-700,domestic,国内の,"The notice mentioned ""domestic"" for all staff members.",その通知は全スタッフ向けに「国内の」に触れていました。
toeic-700-electronic,toeic,toeic-700,electronic,電子の,"The client asked about ""electronic"" after the meeting.",顧客は会議後に「電子の」について尋ねました。
toeic-700-flexible,toeic,toeic-700,flexible,柔軟な,"The team reviewed ""flexible"" before making a decision.",チームは決定前に「柔軟な」を確認しました。
toeic-700-immediate,toeic,toeic-700,immediate,即時の,"The manager used ""immediate"" in the monthly report.",マネージャーは月次報告で「即時の」を使いました。
toeic-700-limited,toeic,toeic-700,limited,限定された,"Employees should understand ""limited"" in business documents.",従業員は業務文書で「限定された」を理解する必要があります。
toeic-700-qualified,toeic,toeic-700,qualified,資格のある,"The notice mentioned ""qualified"" for all staff members.",その通知は全スタッフ向けに「資格のある」に触れていました。
toeic-700-reliable,toeic,toeic-700,reliable,信頼できる,"The client asked about ""reliable"" after the meeting.",顧客は会議後に「信頼できる」について尋ねました。
toeic-700-audit,toeic,toeic-700,audit,会計検査,"The team reviewed ""audit"" before making a decision.",チームは決定前に「会計検査」を確認しました。
toeic-700-receipt,toeic,toeic-700,receipt,領収書,"The manager used ""receipt"" in the monthly report.",マネージャーは月次報告で「領収書」を使いました。
toeic-700-controller,toeic,toeic-700,controller,"管理する人,監督者,取締人","Employees should understand ""controller"" in business documents.","従業員は業務文書で「管理する人,監督者,取締人」を理解する必要があります。"
toeic-700-dairy,toeic,toeic-700,dairy,"酪農場,バター・チーズ・クリーム製造所","The notice mentioned ""dairy"" for all staff members.","その通知は全スタッフ向けに「酪農場,バター・チーズ・クリーム製造所」に触れていました。"
toeic-700-receiver,toeic,toeic-700,receiver,受取人,"The client asked about ""receiver"" after the meeting.",顧客は会議後に「受取人」について尋ねました。
toeic-700-slot,toeic,toeic-700,slot,細長いみぞ,"The team reviewed ""slot"" before making a decision.",チームは決定前に「細長いみぞ」を確認しました。
toeic-700-toll,toeic,toeic-700,toll,鳴る,"The manager used ""toll"" in the monthly report.",マネージャーは月次報告で「鳴る」を使いました。
toeic-700-expense,toeic,toeic-700,expense,"支出,出費","Employees should understand ""expense"" in business documents.","従業員は業務文書で「支出,出費」を理解する必要があります。"
toeic-700-obligation,toeic,toeic-700,obligation,"義務,約束","The notice mentioned ""obligation"" for all staff members.","その通知は全スタッフ向けに「義務,約束」に触れていました。"
toeic-700-sponsor,toeic,toeic-700,sponsor,保証人,"The client asked about ""sponsor"" after the meeting.",顧客は会議後に「保証人」について尋ねました。
toeic-700-carrier,toeic,toeic-700,carrier,運搬する人,"The team reviewed ""carrier"" before making a decision.",チームは決定前に「運搬する人」を確認しました。
toeic-700-subscribe,toeic,toeic-700,subscribe,予約する,"The manager used ""subscribe"" in the monthly report.",マネージャーは月次報告で「予約する」を使いました。
toeic-700-engagement,toeic,toeic-700,engagement,"約束,契約,取り決め","Employees should understand ""engagement"" in business documents.","従業員は業務文書で「約束,契約,取り決め」を理解する必要があります。"
toeic-700-operator,toeic,toeic-700,operator,"運転する人,操作する人,技手","The notice mentioned ""operator"" for all staff members.","その通知は全スタッフ向けに「運転する人,操作する人,技手」に触れていました。"
toeic-700-banking,toeic,toeic-700,banking,銀行業務,"The client asked about ""banking"" after the meeting.",顧客は会議後に「銀行業務」について尋ねました。
toeic-700-manufacture,toeic,toeic-700,manufacture,"製造,製作","The team reviewed ""manufacture"" before making a decision.","チームは決定前に「製造,製作」を確認しました。"
toeic-700-enterprise,toeic,toeic-700,enterprise,"事業,企て","The manager used ""enterprise"" in the monthly report.","マネージャーは月次報告で「事業,企て」を使いました。"
toeic-700-hire,toeic,toeic-700,hire,を雇う,"Employees should understand ""hire"" in business documents.",従業員は業務文書で「を雇う」を理解する必要があります。
toeic-700-discharge,toeic,toeic-700,discharge,の荷を降ろす,"The notice mentioned ""discharge"" for all staff members.",その通知は全スタッフ向けに「の荷を降ろす」に触れていました。
toeic-700-retail,toeic,toeic-700,retail,小売り,"The client asked about ""retail"" after the meeting.",顧客は会議後に「小売り」について尋ねました。
toeic-700-promote,toeic,toeic-700,promote,"助長する,促進する,増進する","The team reviewed ""promote"" before making a decision.","チームは決定前に「助長する,促進する,増進する」を確認しました。"
toeic-700-employment,toeic,toeic-700,employment,雇用,"The manager used ""employment"" in the monthly report.",マネージャーは月次報告で「雇用」を使いました。
toeic-700-bond,toeic,toeic-700,bond,縛る物,"Employees should understand ""bond"" in business documents.",従業員は業務文書で「縛る物」を理解する必要があります。
toeic-700-grant,toeic,toeic-700,grant,"をかなえる,聞き入れる","The notice mentioned ""grant"" for all staff members.","その通知は全スタッフ向けに「をかなえる,聞き入れる」に触れていました。"
toeic-700-monopoly,toeic,toeic-700,monopoly,"独占,専売","The client asked about ""monopoly"" after the meeting.","顧客は会議後に「独占,専売」について尋ねました。"
toeic-700-governor,toeic,toeic-700,governor,知事,"The team reviewed ""governor"" before making a decision.",チームは決定前に「知事」を確認しました。
toeic-700-guide,toeic,toeic-700,guide,を案内する,"The manager used ""guide"" in the monthly report.",マネージャーは月次報告で「を案内する」を使いました。
toeic-700-conductor,toeic,toeic-700,conductor,"指導者,案内者","Employees should understand ""conductor"" in business documents.","従業員は業務文書で「指導者,案内者」を理解する必要があります。"
toeic-700-banker,toeic,toeic-700,banker,"銀行家,銀行経営者","The notice mentioned ""banker"" for all staff members.","その通知は全スタッフ向けに「銀行家,銀行経営者」に触れていました。"
toeic-700-compensate,toeic,toeic-700,compensate,に補償する,"The client asked about ""compensate"" after the meeting.",顧客は会議後に「に補償する」について尋ねました。
toeic-700-prohibition,toeic,toeic-700,prohibition,禁止すること,"The team reviewed ""prohibition"" before making a decision.",チームは決定前に「禁止すること」を確認しました。
toeic-700-undertaking,toeic,toeic-700,undertaking,"事業,企業,仕事","The manager used ""undertaking"" in the monthly report.","マネージャーは月次報告で「事業,企業,仕事」を使いました。"
toeic-700-distributor,toeic,toeic-700,distributor,"分配する人,配分者","Employees should understand ""distributor"" in business documents.","従業員は業務文書で「分配する人,配分者」を理解する必要があります。"
toeic-700-admission,toeic,toeic-700,admission,"入ることを許すこと,入場許可,入る権利","The notice mentioned ""admission"" for all staff members.","その通知は全スタッフ向けに「入ることを許すこと,入場許可,入る権利」に触れていました。"
toeic-700-travelling,toeic,toeic-700,travelling,旅行すること,"The client asked about ""travelling"" after the meeting.",顧客は会議後に「旅行すること」について尋ねました。
toeic-700-violation,toeic,toeic-700,violation,"違反,無視","The team reviewed ""violation"" before making a decision.","チームは決定前に「違反,無視」を確認しました。"
toeic-700-liability,toeic,toeic-700,liability,傾向のあること,"The manager used ""liability"" in the monthly report.",マネージャーは月次報告で「傾向のあること」を使いました。
toeic-700-immune,toeic,toeic-700,immune,免疫の,"Employees should understand ""immune"" in business documents.",従業員は業務文書で「免疫の」を理解する必要があります。
toeic-700-exhibit,toeic,toeic-700,exhibit,"を表す,示す","The notice mentioned ""exhibit"" for all staff members.","その通知は全スタッフ向けに「を表す,示す」に触れていました。"
toeic-700-provision,toeic,toeic-700,provision,"供給,支給","The client asked about ""provision"" after the meeting.","顧客は会議後に「供給,支給」について尋ねました。"
toeic-700-breach,toeic,toeic-700,breach,"破ること,破棄,違反,不履行","The team reviewed ""breach"" before making a decision.","チームは決定前に「破ること,破棄,違反,不履行」を確認しました。"
toeic-700-licensed,toeic,toeic-700,licensed,"公に許可された,免許をとった","The manager used ""licensed"" in the monthly report.","マネージャーは月次報告で「公に許可された,免許をとった」を使いました。"
toeic-700-reserved,toeic,toeic-700,reserved,"予約の,貸し切りの","Employees should understand ""reserved"" in business documents.","従業員は業務文書で「予約の,貸し切りの」を理解する必要があります。"
toeic-700-contractor,toeic,toeic-700,contractor,"契約人,請負人","The notice mentioned ""contractor"" for all staff members.","その通知は全スタッフ向けに「契約人,請負人」に触れていました。"
toeic-700-outfit,toeic,toeic-700,outfit,"装備一式,道具一式","The client asked about ""outfit"" after the meeting.","顧客は会議後に「装備一式,道具一式」について尋ねました。"
toeic-700-merchant,toeic,toeic-700,merchant,商人,"The team reviewed ""merchant"" before making a decision.",チームは決定前に「商人」を確認しました。
toeic-700-assess,toeic,toeic-700,assess,"を評価する,査定する","The manager used ""assess"" in the monthly report.","マネージャーは月次報告で「を評価する,査定する」を使いました。"
toeic-700-charter,toeic,toeic-700,charter,"特許状,免許状,憲章","Employees should understand ""charter"" in business documents.","従業員は業務文書で「特許状,免許状,憲章」を理解する必要があります。"
toeic-700-treasury,toeic,toeic-700,treasury,"国庫,基金,資金","The notice mentioned ""treasury"" for all staff members.","その通知は全スタッフ向けに「国庫,基金,資金」に触れていました。"
toeic-700-observe,toeic,toeic-700,observe,"観察する,注意して見る","The client asked about ""observe"" after the meeting.","顧客は会議後に「観察する,注意して見る」について尋ねました。"
toeic-700-subscription,toeic,toeic-700,subscription,予約,"The team reviewed ""subscription"" before making a decision.",チームは決定前に「予約」を確認しました。
toeic-700-traveled,toeic,toeic-700,traveled,旅行の経験が多い,"The manager used ""traveled"" in the monthly report.",マネージャーは月次報告で「旅行の経験が多い」を使いました。
toeic-700-fiscal,toeic,toeic-700,fiscal,国庫の,"Employees should understand ""fiscal"" in business documents.",従業員は業務文書で「国庫の」を理解する必要があります。
toeic-700-equality,toeic,toeic-700,equality,"等しいこと,均等","The notice mentioned ""equality"" for all staff members.","その通知は全スタッフ向けに「等しいこと,均等」に触れていました。"
toeic-700-traveling,toeic,toeic-700,traveling,旅行すること,"The client asked about ""traveling"" after the meeting.",顧客は会議後に「旅行すること」について尋ねました。
toeic-700-passage,toeic,toeic-700,passage,"節,句","The team reviewed ""passage"" before making a decision.","チームは決定前に「節,句」を確認しました。"
toeic-700-margin,toeic,toeic-700,margin,"へり,縁,端","The manager used ""margin"" in the monthly report.","マネージャーは月次報告で「へり,縁,端」を使いました。"
toeic-700-earnings,toeic,toeic-700,earnings,"収入,所得","Employees should understand ""earnings"" in business documents.","従業員は業務文書で「収入,所得」を理解する必要があります。"
toeic-700-tourism,toeic,toeic-700,tourism,観光旅行,"The notice mentioned ""tourism"" for all staff members.",その通知は全スタッフ向けに「観光旅行」に触れていました。
toeic-700-mature,toeic,toeic-700,mature,"成熟した,十分に成長した,熟成した","The client asked about ""mature"" after the meeting.","顧客は会議後に「成熟した,十分に成長した,熟成した」について尋ねました。"
toeic-700-franchise,toeic,toeic-700,franchise,"免許,一手販売権","The team reviewed ""franchise"" before making a decision.","チームは決定前に「免許,一手販売権」を確認しました。"
toeic-700-profitable,toeic,toeic-700,profitable,利益の上がる,"The manager used ""profitable"" in the monthly report.",マネージャーは月次報告で「利益の上がる」を使いました。
toeic-700-accounting,toeic,toeic-700,accounting,"会計,経理","Employees should understand ""accounting"" in business documents.","従業員は業務文書で「会計,経理」を理解する必要があります。"
toeic-700-keeper,toeic,toeic-700,keeper,"守る人,管理人,番人","The notice mentioned ""keeper"" for all staff members.","その通知は全スタッフ向けに「守る人,管理人,番人」に触れていました。"
toeic-700-trailer,toeic,toeic-700,trailer,トレーラー,"The client asked about ""trailer"" after the meeting.",顧客は会議後に「トレーラー」について尋ねました。
toeic-700-clerk,toeic,toeic-700,clerk,"行員,社員","The team reviewed ""clerk"" before making a decision.","チームは決定前に「行員,社員」を確認しました。"
toeic-700-reporter,toeic,toeic-700,reporter,"報告者,申告者","The manager used ""reporter"" in the monthly report.","マネージャーは月次報告で「報告者,申告者」を使いました。"
toeic-700-engage,toeic,toeic-700,engage,雇う,"Employees should understand ""engage"" in business documents.",従業員は業務文書で「雇う」を理解する必要があります。
toeic-700-colleague,toeic,toeic-700,colleague,"同僚,仲間,同業者","The notice mentioned ""colleague"" for all staff members.","その通知は全スタッフ向けに「同僚,仲間,同業者」に触れていました。"
toeic-700-organize,toeic,toeic-700,organize,"を系統だてる,組織的にまとめる","The client asked about ""organize"" after the meeting.","顧客は会議後に「を系統だてる,組織的にまとめる」について尋ねました。"
toeic-700-commerce,toeic,toeic-700,commerce,"商業,通商,貿易","The team reviewed ""commerce"" before making a decision.","チームは決定前に「商業,通商,貿易」を確認しました。"
toeic-700-collect,toeic,toeic-700,collect,"集める,収集する","The manager used ""collect"" in the monthly report.","マネージャーは月次報告で「集める,収集する」を使いました。"
toeic-700-travelled,toeic,toeic-700,travelled,旅行の経験が多い,"Employees should understand ""travelled"" in business documents.",従業員は業務文書で「旅行の経験が多い」を理解する必要があります。
toeic-700-valid,toeic,toeic-700,valid,"妥当な,しっかりした根拠のある","The notice mentioned ""valid"" for all staff members.","その通知は全スタッフ向けに「妥当な,しっかりした根拠のある」に触れていました。"
toeic-700-mill,toeic,toeic-700,mill,製粉所,"The client asked about ""mill"" after the meeting.",顧客は会議後に「製粉所」について尋ねました。
toeic-700-superintendent,toeic,toeic-700,superintendent,"監督者,長官,所長","The team reviewed ""superintendent"" before making a decision.","チームは決定前に「監督者,長官,所長」を確認しました。"
toeic-700-entrance,toeic,toeic-700,entrance,"入り口,玄関","The manager used ""entrance"" in the monthly report.","マネージャーは月次報告で「入り口,玄関」を使いました。"
toeic-700-employ,toeic,toeic-700,employ,を雇う,"Employees should understand ""employ"" in business documents.",従業員は業務文書で「を雇う」を理解する必要があります。
toeic-700-managing,toeic,toeic-700,managing,"支配する,管理する,経営する","The notice mentioned ""managing"" for all staff members.","その通知は全スタッフ向けに「支配する,管理する,経営する」に触れていました。"
toeic-700-bargain,toeic,toeic-700,bargain,"契約,売買契約,取引き","The client asked about ""bargain"" after the meeting.","顧客は会議後に「契約,売買契約,取引き」について尋ねました。"
toeic-700-execute,toeic,toeic-700,execute,"を実行する,遂行する","The team reviewed ""execute"" before making a decision.","チームは決定前に「を実行する,遂行する」を確認しました。"
toeic-700-custom,toeic,toeic-700,custom,"習慣,風習,慣例","The manager used ""custom"" in the monthly report.","マネージャーは月次報告で「習慣,風習,慣例」を使いました。"
toeic-700-commitment,toeic,toeic-700,commitment,約束,"Employees should understand ""commitment"" in business documents.",従業員は業務文書で「約束」を理解する必要があります。
toeic-700-guarantee,toeic,toeic-700,guarantee,保証,"The notice mentioned ""guarantee"" for all staff members.",その通知は全スタッフ向けに「保証」に触れていました。
toeic-700-administrative,toeic,toeic-700,administrative,行政上の,"The client asked about ""administrative"" after the meeting.",顧客は会議後に「行政上の」について尋ねました。
toeic-700-merchandise,toeic,toeic-700,merchandise,商品,"The team reviewed ""merchandise"" before making a decision.",チームは決定前に「商品」を確認しました。
toeic-700-establish,toeic,toeic-700,establish,"設立する,創設する","The manager used ""establish"" in the monthly report.","マネージャーは月次報告で「設立する,創設する」を使いました。"
toeic-700-partnership,toeic,toeic-700,partnership,"提携,協力","Employees should understand ""partnership"" in business documents.","従業員は業務文書で「提携,協力」を理解する必要があります。"
toeic-700-appointment,toeic,toeic-700,appointment,約束,"The notice mentioned ""appointment"" for all staff members.",その通知は全スタッフ向けに「約束」に触れていました。
toeic-700-employee,toeic,toeic-700,employee,"雇い人,従業員","The client asked about ""employee"" after the meeting.","顧客は会議後に「雇い人,従業員」について尋ねました。"
toeic-700-accountable,toeic,toeic-700,accountable,"説明責任のある,責任を問える","The team reviewed ""accountable"" before making a decision.","チームは決定前に「説明責任のある,責任を問える」を確認しました。"
toeic-700-advertising,toeic,toeic-700,advertising,広告,"The manager used ""advertising"" in the monthly report.",マネージャーは月次報告で「広告」を使いました。
toeic-700-factory,toeic,toeic-700,factory,"工場,製作所","Employees should understand ""factory"" in business documents.","従業員は業務文書で「工場,製作所」を理解する必要があります。"
toeic-700-attend,toeic,toeic-700,attend,"出席する,参列する,に通う","The notice mentioned ""attend"" for all staff members.","その通知は全スタッフ向けに「出席する,参列する,に通う」に触れていました。"
toeic-700-suppose,toeic,toeic-700,suppose,"と仮定する,考えてみる","The client asked about ""suppose"" after the meeting.","顧客は会議後に「と仮定する,考えてみる」について尋ねました。"
toeic-700-branch,toeic,toeic-700,branch,枝,"The team reviewed ""branch"" before making a decision.",チームは決定前に「枝」を確認しました。
toeic-700-motion,toeic,toeic-700,motion,"動くこと,運動,運行,移動","The manager used ""motion"" in the monthly report.","マネージャーは月次報告で「動くこと,運動,運行,移動」を使いました。"
toeic-700-appointed,toeic,toeic-700,appointed,"定められた,決められた","Employees should understand ""appointed"" in business documents.","従業員は業務文書で「定められた,決められた」を理解する必要があります。"
toeic-700-booking,toeic,toeic-700,booking,予約,"The notice mentioned ""booking"" for all staff members.",その通知は全スタッフ向けに「予約」に触れていました。
toeic-700-customer,toeic,toeic-700,customer,"お客,得意先,顧客","The client asked about ""customer"" after the meeting.","顧客は会議後に「お客,得意先,顧客」について尋ねました。"
toeic-700-yahoo,toeic,toeic-700,yahoo,"乱暴者,粗野な人,無教養の人 に登場する「ヤフー族」が語源)","The team reviewed ""yahoo"" before making a decision.","チームは決定前に「乱暴者,粗野な人,無教養の人 に登場する「ヤフー族」が語源)」を確認しました。"
toeic-700-split,toeic,toeic-700,split,"縦に割る,裂く","The manager used ""split"" in the monthly report.","マネージャーは月次報告で「縦に割る,裂く」を使いました。"
toeic-700-incorporate,toeic,toeic-700,incorporate,を法人にする,"Employees should understand ""incorporate"" in business documents.",従業員は業務文書で「を法人にする」を理解する必要があります。
toeic-700-finance,toeic,toeic-700,finance,"財政,財務,財政学","The notice mentioned ""finance"" for all staff members.","その通知は全スタッフ向けに「財政,財務,財政学」に触れていました。"
toeic-700-chain,toeic,toeic-700,chain,鎖,"The client asked about ""chain"" after the meeting.",顧客は会議後に「鎖」について尋ねました。
