id,axis,level_id,spelling,translation,example,example_translation
toeic-990-entitlement,toeic,toeic-990,entitlement,権利,"The team reviewed ""entitlement"" before making a decision.",チームは決定前に「権利」を確認しました。
toeic-990-excerpt,toeic,toeic-990,excerpt,抜粋,"The manager used ""excerpt"" in the monthly report.",マネージャーは月次報告で「抜粋」を使いました。
toeic-990-forfeiture,toeic,toeic-990,forfeiture,没収,"Employees should understand ""forfeiture"" in business documents.",従業員は業務文書で「没収」を理解する必要があります。
toeic-990-incumbent,toeic,toeic-990,incumbent,現職者,"The notice mentioned ""incumbent"" for all staff members.",その通知は全スタッフ向けに「現職者」に触れていました。
toeic-990-indemnity,toeic,toeic-990,indemnity,補償,"The client asked about ""indemnity"" after the meeting.",顧客は会議後に「補償」について尋ねました。
toeic-990-litigation,toeic,toeic-990,litigation,訴訟,"The team reviewed ""litigation"" before making a decision.",チームは決定前に「訴訟」を確認しました。
toeic-990-offset,toeic,toeic-990,offset,相殺する,"The manager used ""offset"" in the monthly report.",マネージャーは月次報告で「相殺する」を使いました。
toeic-990-precedent,toeic,toeic-990,precedent,前例,"Employees should understand ""precedent"" in business documents.",従業員は業務文書で「前例」を理解する必要があります。
toeic-990-redundancy,toeic,toeic-990,redundancy,余剰人員,"The notice mentioned ""redundancy"" for all staff members.",その通知は全スタッフ向けに「余剰人員」に触れていました。
toeic-990-requisition,toeic,toeic-990,requisition,請求書,"The client asked about ""requisition"" after the meeting.",顧客は会議後に「請求書」について尋ねました。
toeic-990-stakeholder,toeic,toeic-990,stakeholder,利害関係者,"The team reviewed ""stakeholder"" before making a decision.",チームは決定前に「利害関係者」を確認しました。
toeic-990-statute,toeic,toeic-990,statute,法令,"The manager used ""statute"" in the monthly report.",マネージャーは月次報告で「法令」を使いました。
toeic-990-stipulation,toeic,toeic-990,stipulation,条件,"Employees should understand ""stipulation"" in business documents.",従業員は業務文書で「条件」を理解する必要があります。
toeic-990-threshold,toeic,toeic-990,threshold,基準値,"The notice mentioned ""threshold"" for all staff members.",その通知は全スタッフ向けに「基準値」に触れていました。
toeic-990-underwriting,toeic,toeic-990,underwriting,引受業務,"The client asked about ""underwriting"" after the meeting.",顧客は会議後に「引受業務」について尋ねました。
toeic-990-volatility,toeic,toeic-990,volatility,変動性,"The team reviewed ""volatility"" before making a decision.",チームは決定前に「変動性」を確認しました。
toeic-990-waiver,toeic,toeic-990,waiver,権利放棄,"The manager used ""waiver"" in the monthly report.",マネージャーは月次報告で「権利放棄」を使いました。
toeic-990-ascertain,toeic,toeic-990,ascertain,突き止める,"Employees should understand ""ascertain"" in business documents.",従業員は業務文書で「突き止める」を理解する必要があります。
toeic-990-curtail,toeic,toeic-990,curtail,削減する,"The notice mentioned ""curtail"" for all staff members.",その通知は全スタッフ向けに「削減する」に触れていました。
toeic-990-defer,toeic,toeic-990,defer,延期する,"The client asked about ""defer"" after the meeting.",顧客は会議後に「延期する」について尋ねました。
toeic-990-disclose,toeic,toeic-990,disclose,開示する,"The team reviewed ""disclose"" before making a decision.",チームは決定前に「開示する」を確認しました。
toeic-990-enforce,toeic,toeic-990,enforce,施行する,"The manager used ""enforce"" in the monthly report.",マネージャーは月次報告で「施行する」を使いました。
toeic-990-formulate,toeic,toeic-990,formulate,策定する,"Employees should understand ""formulate"" in business documents.",従業員は業務文書で「策定する」を理解する必要があります。
toeic-990-nullify,toeic,toeic-990,nullify,無効にする,"The notice mentioned ""nullify"" for all staff members.",その通知は全スタッフ向けに「無効にする」に触れていました。
toeic-990-overhaul,toeic,toeic-990,overhaul,全面的に見直す,"The client asked about ""overhaul"" after the meeting.",顧客は会議後に「全面的に見直す」について尋ねました。
toeic-990-preclude,toeic,toeic-990,preclude,妨げる,"The team reviewed ""preclude"" before making a decision.",チームは決定前に「妨げる」を確認しました。
toeic-990-reconcile,toeic,toeic-990,reconcile,調整する,"The manager used ""reconcile"" in the monthly report.",マネージャーは月次報告で「調整する」を使いました。
toeic-990-subsidize,toeic,toeic-990,subsidize,補助金を出す,"Employees should understand ""subsidize"" in business documents.",従業員は業務文書で「補助金を出す」を理解する必要があります。
toeic-990-supersede,toeic,toeic-990,supersede,取って代わる,"The notice mentioned ""supersede"" for all staff members.",その通知は全スタッフ向けに「取って代わる」に触れていました。
toeic-990-suspend,toeic,toeic-990,suspend,一時停止する,"The client asked about ""suspend"" after the meeting.",顧客は会議後に「一時停止する」について尋ねました。
toeic-990-undergo,toeic,toeic-990,undergo,経験する,"The team reviewed ""undergo"" before making a decision.",チームは決定前に「経験する」を確認しました。
toeic-990-validate,toeic,toeic-990,validate,検証する,"The manager used ""validate"" in the monthly report.",マネージャーは月次報告で「検証する」を使いました。
toeic-990-autonomous,toeic,toeic-990,autonomous,自律的な,"Employees should understand ""autonomous"" in business documents.",従業員は業務文書で「自律的な」を理解する必要があります。
toeic-990-binding,toeic,toeic-990,binding,拘束力のある,"The notice mentioned ""binding"" for all staff members.",その通知は全スタッフ向けに「拘束力のある」に触れていました。
toeic-990-conducive,toeic,toeic-990,conducive,役立つ,"The client asked about ""conducive"" after the meeting.",顧客は会議後に「役立つ」について尋ねました。
toeic-990-detrimental,toeic,toeic-990,detrimental,有害な,"The team reviewed ""detrimental"" before making a decision.",チームは決定前に「有害な」を確認しました。
toeic-990-dormant,toeic,toeic-990,dormant,休止状態の,"The manager used ""dormant"" in the monthly report.",マネージャーは月次報告で「休止状態の」を使いました。
toeic-990-exhaustive,toeic,toeic-990,exhaustive,徹底的な,"Employees should understand ""exhaustive"" in business documents.",従業員は業務文書で「徹底的な」を理解する必要があります。
toeic-990-imminent,toeic,toeic-990,imminent,差し迫った,"The notice mentioned ""imminent"" for all staff members.",その通知は全スタッフ向けに「差し迫った」に触れていました。
toeic-990-intrinsic,toeic,toeic-990,intrinsic,本質的な,"The client asked about ""intrinsic"" after the meeting.",顧客は会議後に「本質的な」について尋ねました。
toeic-990-meticulous,toeic,toeic-990,meticulous,細心の,"The team reviewed ""meticulous"" before making a decision.",チームは決定前に「細心の」を確認しました。
toeic-990-nominal,toeic,toeic-990,nominal,名目上の,"The manager used ""nominal"" in the monthly report.",マネージャーは月次報告で「名目上の」を使いました。
toeic-990-obsolete,toeic,toeic-990,obsolete,時代遅れの,"Employees should understand ""obsolete"" in business documents.",従業員は業務文書で「時代遅れの」を理解する必要があります。
toeic-990-proprietary,toeic,toeic-990,proprietary,独自の,"The notice mentioned ""proprietary"" for all staff members.",その通知は全スタッフ向けに「独自の」に触れていました。
toeic-990-tangible,toeic,toeic-990,tangible,有形の,"The client asked about ""tangible"" after the meeting.",顧客は会議後に「有形の」について尋ねました。
toeic-990-uniformly,toeic,toeic-990,uniformly,一律に,"The team reviewed ""uniformly"" before making a decision.",チームは決定前に「一律に」を確認しました。
toeic-990-retrospectively,toeic,toeic-990,retrospectively,遡って,"The manager used ""retrospectively"" in the monthly report.",マネージャーは月次報告で「遡って」を使いました。
toeic-990-unequivocally,toeic,toeic-990,unequivocally,明確に,"Employees should understand ""unequivocally"" in business documents.",従業員は業務文書で「明確に」を理解する必要があります。
toeic-990-fiscally,toeic,toeic-990,fiscally,財政的に,"The notice mentioned ""fiscally"" for all staff members.",その通知は全スタッフ向けに「財政的に」に触れていました。
toeic-990-marginally,toeic,toeic-990,marginally,わずかに,"The client asked about ""marginally"" after the meeting.",顧客は会議後に「わずかに」について尋ねました。
toeic-990-subsequently,toeic,toeic-990,subsequently,その後,"The team reviewed ""subsequently"" before making a decision.",チームは決定前に「その後」を確認しました。
toeic-990-interim,toeic,toeic-990,interim,暫定の,"The manager used ""interim"" in the monthly report.",マネージャーは月次報告で「暫定の」を使いました。
toeic-990-fiduciary,toeic,toeic-990,fiduciary,信認上の,"Employees should understand ""fiduciary"" in business documents.",従業員は業務文書で「信認上の」を理解する必要があります。
toeic-990-moratorium,toeic,toeic-990,moratorium,一時停止,"The notice mentioned ""moratorium"" for all staff members.",その通知は全スタッフ向けに「一時停止」に触れていました。
toeic-990-remuneration,toeic,toeic-990,remuneration,報酬,"The client asked about ""remuneration"" after the meeting.",顧客は会議後に「報酬」について尋ねました。
toeic-990-syndicate,toeic,toeic-990,syndicate,"企業合同,シンジケート","The team reviewed ""syndicate"" before making a decision.","チームは決定前に「企業合同,シンジケート」を確認しました。"
toeic-990-traveler,toeic,toeic-990,traveler,"旅行者,旅人","The manager used ""traveler"" in the monthly report.","マネージャーは月次報告で「旅行者,旅人」を使いました。"
toeic-990-receipt,toeic,toeic-990,receipt,領収書,"Employees should understand ""receipt"" in business documents.",従業員は業務文書で「領収書」を理解する必要があります。
toeic-990-memorandum,toeic,toeic-990,memorandum,"メモ,覚え書き","The notice mentioned ""memorandum"" for all staff members.","その通知は全スタッフ向けに「メモ,覚え書き」に触れていました。"
toeic-990-distributor,toeic,toeic-990,distributor,"分配する人,配分者","The client asked about ""distributor"" after the meeting.","顧客は会議後に「分配する人,配分者」について尋ねました。"
toeic-990-undertaking,toeic,toeic-990,undertaking,"事業,企業,仕事","The team reviewed ""undertaking"" before making a decision.","チームは決定前に「事業,企業,仕事」を確認しました。"
toeic-990-prohibition,toeic,toeic-990,prohibition,禁止すること,"The manager used ""prohibition"" in the monthly report.",マネージャーは月次報告で「禁止すること」を使いました。
toeic-990-compensate,toeic,toeic-990,compensate,に補償する,"Employees should understand ""compensate"" in business documents.",従業員は業務文書で「に補償する」を理解する必要があります。
toeic-990-banker,toeic,toeic-990,banker,"銀行家,銀行経営者","The notice mentioned ""banker"" for all staff members.","その通知は全スタッフ向けに「銀行家,銀行経営者」に触れていました。"
toeic-990-conductor,toeic,toeic-990,conductor,"指導者,案内者","The client asked about ""conductor"" after the meeting.","顧客は会議後に「指導者,案内者」について尋ねました。"
toeic-990-monopoly,toeic,toeic-990,monopoly,"独占,専売","The team reviewed ""monopoly"" before making a decision.","チームは決定前に「独占,専売」を確認しました。"
toeic-990-discharge,toeic,toeic-990,discharge,の荷を降ろす,"The manager used ""discharge"" in the monthly report.",マネージャーは月次報告で「の荷を降ろす」を使いました。
toeic-990-lockout,toeic,toeic-990,lockout,"ロックアウト,工場閉鎖","Employees should understand ""lockout"" in business documents.","従業員は業務文書で「ロックアウト,工場閉鎖」を理解する必要があります。"
toeic-990-delinquent,toeic,toeic-990,delinquent,"怠る,怠慢な","The notice mentioned ""delinquent"" for all staff members.","その通知は全スタッフ向けに「怠る,怠慢な」に触れていました。"
toeic-990-mismanagement,toeic,toeic-990,mismanagement,誤った管理,"The client asked about ""mismanagement"" after the meeting.",顧客は会議後に「誤った管理」について尋ねました。
toeic-990-marketer,toeic,toeic-990,marketer,市場で生産物を売買する人,"The team reviewed ""marketer"" before making a decision.",チームは決定前に「市場で生産物を売買する人」を確認しました。
toeic-990-agribusiness,toeic,toeic-990,agribusiness,農業関連産業,"The manager used ""agribusiness"" in the monthly report.",マネージャーは月次報告で「農業関連産業」を使いました。
toeic-990-slacker,toeic,toeic-990,slacker,"怠け者,さぼり屋","Employees should understand ""slacker"" in business documents.","従業員は業務文書で「怠け者,さぼり屋」を理解する必要があります。"
toeic-990-vested,toeic,toeic-990,vested,"既得の,所有権の定まった","The notice mentioned ""vested"" for all staff members.","その通知は全スタッフ向けに「既得の,所有権の定まった」に触れていました。"
toeic-990-contractual,toeic,toeic-990,contractual,契約の,"The client asked about ""contractual"" after the meeting.",顧客は会議後に「契約の」について尋ねました。
toeic-990-sanction,toeic,toeic-990,sanction,"認可,許可,裁可","The team reviewed ""sanction"" before making a decision.","チームは決定前に「認可,許可,裁可」を確認しました。"
toeic-990-dealership,toeic,toeic-990,dealership,商品販売権,"The manager used ""dealership"" in the monthly report.",マネージャーは月次報告で「商品販売権」を使いました。
toeic-990-tariff,toeic,toeic-990,tariff,関税,"Employees should understand ""tariff"" in business documents.",従業員は業務文書で「関税」を理解する必要があります。
toeic-990-overdue,toeic,toeic-990,overdue,"支払いの期限が過ぎた,未払いの","The notice mentioned ""overdue"" for all staff members.","その通知は全スタッフ向けに「支払いの期限が過ぎた,未払いの」に触れていました。"
toeic-990-organise,toeic,toeic-990,organise,"を系統だてる,組織的にまとめる","The client asked about ""organise"" after the meeting.","顧客は会議後に「を系統だてる,組織的にまとめる」について尋ねました。"
toeic-990-annex,toeic,toeic-990,annex,"を付け加える,添える","The team reviewed ""annex"" before making a decision.","チームは決定前に「を付け加える,添える」を確認しました。"
toeic-990-subscriber,toeic,toeic-990,subscriber,"予約者,定期講読者","The manager used ""subscriber"" in the monthly report.","マネージャーは月次報告で「予約者,定期講読者」を使いました。"
toeic-990-obligatory,toeic,toeic-990,obligatory,"義務のある,強制的な","Employees should understand ""obligatory"" in business documents.","従業員は業務文書で「義務のある,強制的な」を理解する必要があります。"
toeic-990-advertiser,toeic,toeic-990,advertiser,"広告者,広告主","The notice mentioned ""advertiser"" for all staff members.","その通知は全スタッフ向けに「広告者,広告主」に触れていました。"
toeic-990-insurer,toeic,toeic-990,insurer,"保険業者,保険会社","The client asked about ""insurer"" after the meeting.","顧客は会議後に「保険業者,保険会社」について尋ねました。"
toeic-990-beneficiary,toeic,toeic-990,beneficiary,利益を受ける人,"The team reviewed ""beneficiary"" before making a decision.",チームは決定前に「利益を受ける人」を確認しました。
toeic-990-prosecute,toeic,toeic-990,prosecute,"を起訴する,告訴する","The manager used ""prosecute"" in the monthly report.","マネージャーは月次報告で「を起訴する,告訴する」を使いました。"
toeic-990-multinational,toeic,toeic-990,multinational,多国籍企業・多国籍の,"Employees should understand ""multinational"" in business documents.",従業員は業務文書で「多国籍企業・多国籍の」を理解する必要があります。
toeic-990-managerial,toeic,toeic-990,managerial,経営上の,"The notice mentioned ""managerial"" for all staff members.",その通知は全スタッフ向けに「経営上の」に触れていました。
toeic-990-excursion,toeic,toeic-990,excursion,"小旅行,遠足","The client asked about ""excursion"" after the meeting.","顧客は会議後に「小旅行,遠足」について尋ねました。"
toeic-990-attendant,toeic,toeic-990,attendant,付き添いの,"The team reviewed ""attendant"" before making a decision.",チームは決定前に「付き添いの」を確認しました。
toeic-990-supervise,toeic,toeic-990,supervise,"を監督する,管理する","The manager used ""supervise"" in the monthly report.","マネージャーは月次報告で「を監督する,管理する」を使いました。"
toeic-990-prepaid,toeic,toeic-990,prepaid,prepayの過去・過去分詞,"Employees should understand ""prepaid"" in business documents.",従業員は業務文書で「prepayの過去・過去分詞」を理解する必要があります。
toeic-990-salesman,toeic,toeic-990,salesman,"男子店員,販売係","The notice mentioned ""salesman"" for all staff members.","その通知は全スタッフ向けに「男子店員,販売係」に触れていました。"
toeic-990-mileage,toeic,toeic-990,mileage,総マイル数,"The client asked about ""mileage"" after the meeting.",顧客は会議後に「総マイル数」について尋ねました。
toeic-990-incompetent,toeic,toeic-990,incompetent,"無能な,無力な","The team reviewed ""incompetent"" before making a decision.","チームは決定前に「無能な,無力な」を確認しました。"
toeic-990-advertise,toeic,toeic-990,advertise,"広告する,宣伝する","The manager used ""advertise"" in the monthly report.","マネージャーは月次報告で「広告する,宣伝する」を使いました。"
toeic-990-fixture,toeic,toeic-990,fixture,付属設備,"Employees should understand ""fixture"" in business documents.",従業員は業務文書で「付属設備」を理解する必要があります。
toeic-990-departmental,toeic,toeic-990,departmental,部門の,"The notice mentioned ""departmental"" for all staff members.",その通知は全スタッフ向けに「部門の」に触れていました。
toeic-990-invoice,toeic,toeic-990,invoice,送り状,"The client asked about ""invoice"" after the meeting.",顧客は会議後に「送り状」について尋ねました。
toeic-990-freelance,toeic,toeic-990,freelance,自由契約者,"The team reviewed ""freelance"" before making a decision.",チームは決定前に「自由契約者」を確認しました。
toeic-990-consortium,toeic,toeic-990,consortium,"資本連合,企業連合","The manager used ""consortium"" in the monthly report.","マネージャーは月次報告で「資本連合,企業連合」を使いました。"
toeic-990-takeover,toeic,toeic-990,takeover,"奪取,接収","Employees should understand ""takeover"" in business documents.","従業員は業務文書で「奪取,接収」を理解する必要があります。"
toeic-990-insured,toeic,toeic-990,insured,保険をかけている,"The notice mentioned ""insured"" for all staff members.",その通知は全スタッフ向けに「保険をかけている」に触れていました。
toeic-990-dodger,toeic,toeic-990,dodger,"責任逃れをする人,ずるい人","The client asked about ""dodger"" after the meeting.","顧客は会議後に「責任逃れをする人,ずるい人」について尋ねました。"
toeic-990-disadvantage,toeic,toeic-990,disadvantage,不利な立場,"The team reviewed ""disadvantage"" before making a decision.",チームは決定前に「不利な立場」を確認しました。
toeic-990-bilateral,toeic,toeic-990,bilateral,"両側のある,左右同形の","The manager used ""bilateral"" in the monthly report.","マネージャーは月次報告で「両側のある,左右同形の」を使いました。"
toeic-990-patron,toeic,toeic-990,patron,"後援者,保護者,パトロール","Employees should understand ""patron"" in business documents.","従業員は業務文書で「後援者,保護者,パトロール」を理解する必要があります。"
toeic-990-bankrupt,toeic,toeic-990,bankrupt,"破産者,支払い不能債務者","The notice mentioned ""bankrupt"" for all staff members.","その通知は全スタッフ向けに「破産者,支払い不能債務者」に触れていました。"
toeic-990-retailer,toeic,toeic-990,retailer,小売り商人,"The client asked about ""retailer"" after the meeting.",顧客は会議後に「小売り商人」について尋ねました。
toeic-990-clientele,toeic,toeic-990,clientele,常連客,"The team reviewed ""clientele"" before making a decision.",チームは決定前に「常連客」を確認しました。
toeic-990-accountant,toeic,toeic-990,accountant,"会計係,会計士,計理士","The manager used ""accountant"" in the monthly report.","マネージャーは月次報告で「会計係,会計士,計理士」を使いました。"
toeic-990-prospectus,toeic,toeic-990,prospectus,設立趣意書,"Employees should understand ""prospectus"" in business documents.",従業員は業務文書で「設立趣意書」を理解する必要があります。
toeic-990-stewardship,toeic,toeic-990,stewardship,stewardの職,"The notice mentioned ""stewardship"" for all staff members.",その通知は全スタッフ向けに「stewardの職」に触れていました。
toeic-990-supermarket,toeic,toeic-990,supermarket,スーパーマーケット,"The client asked about ""supermarket"" after the meeting.",顧客は会議後に「スーパーマーケット」について尋ねました。
toeic-990-forge,toeic,toeic-990,forge,炉,"The team reviewed ""forge"" before making a decision.",チームは決定前に「炉」を確認しました。
toeic-990-vendor,toeic,toeic-990,vendor,"売る人,行商人","The manager used ""vendor"" in the monthly report.","マネージャーは月次報告で「売る人,行商人」を使いました。"
toeic-990-distribute,toeic,toeic-990,distribute,"分配する,配る","Employees should understand ""distribute"" in business documents.","従業員は業務文書で「分配する,配る」を理解する必要があります。"
toeic-990-taxation,toeic,toeic-990,taxation,"課税,徴税","The notice mentioned ""taxation"" for all staff members.","その通知は全スタッフ向けに「課税,徴税」に触れていました。"
toeic-990-vocation,toeic,toeic-990,vocation,職業,"The client asked about ""vocation"" after the meeting.",顧客は会議後に「職業」について尋ねました。
toeic-990-marketplace,toeic,toeic-990,marketplace,市の開かれる広場,"The team reviewed ""marketplace"" before making a decision.",チームは決定前に「市の開かれる広場」を確認しました。
toeic-990-imposition,toeic,toeic-990,imposition,"課すること,負わせること","The manager used ""imposition"" in the monthly report.","マネージャーは月次報告で「課すること,負わせること」を使いました。"
toeic-990-supplier,toeic,toeic-990,supplier,"供給者,補充者","Employees should understand ""supplier"" in business documents.","従業員は業務文書で「供給者,補充者」を理解する必要があります。"
toeic-990-paperwork,toeic,toeic-990,paperwork,"書類仕事,文書仕事","The notice mentioned ""paperwork"" for all staff members.","その通知は全スタッフ向けに「書類仕事,文書仕事」に触れていました。"
toeic-990-proposition,toeic,toeic-990,proposition,"提案,申し出","The client asked about ""proposition"" after the meeting.","顧客は会議後に「提案,申し出」について尋ねました。"
toeic-990-incorporate,toeic,toeic-990,incorporate,を法人にする,"The team reviewed ""incorporate"" before making a decision.",チームは決定前に「を法人にする」を確認しました。
toeic-990-yahoo,toeic,toeic-990,yahoo,"乱暴者,粗野な人,無教養の人 に登場する「ヤフー族」が語源)","The manager used ""yahoo"" in the monthly report.","マネージャーは月次報告で「乱暴者,粗野な人,無教養の人 に登場する「ヤフー族」が語源)」を使いました。"
toeic-990-throughput,toeic,toeic-990,throughput,一定時間内にこなされる仕事量,"Employees should understand ""throughput"" in business documents.",従業員は業務文書で「一定時間内にこなされる仕事量」を理解する必要があります。
toeic-990-booking,toeic,toeic-990,booking,予約,"The notice mentioned ""booking"" for all staff members.",その通知は全スタッフ向けに「予約」に触れていました。
toeic-990-accountable,toeic,toeic-990,accountable,"説明責任のある,責任を問える","The client asked about ""accountable"" after the meeting.","顧客は会議後に「説明責任のある,責任を問える」について尋ねました。"
toeic-990-merchandise,toeic,toeic-990,merchandise,商品,"The team reviewed ""merchandise"" before making a decision.",チームは決定前に「商品」を確認しました。
toeic-990-claimant,toeic,toeic-990,claimant,"要求者,主張者,請求者","The manager used ""claimant"" in the monthly report.","マネージャーは月次報告で「要求者,主張者,請求者」を使いました。"
toeic-990-jurisprudence,toeic,toeic-990,jurisprudence,"法学,法律学,法理学","Employees should understand ""jurisprudence"" in business documents.","従業員は業務文書で「法学,法律学,法理学」を理解する必要があります。"
toeic-990-execute,toeic,toeic-990,execute,"を実行する,遂行する","The notice mentioned ""execute"" for all staff members.","その通知は全スタッフ向けに「を実行する,遂行する」に触れていました。"
toeic-990-bargain,toeic,toeic-990,bargain,"契約,売買契約,取引き","The client asked about ""bargain"" after the meeting.","顧客は会議後に「契約,売買契約,取引き」について尋ねました。"
toeic-990-employ,toeic,toeic-990,employ,を雇う,"The team reviewed ""employ"" before making a decision.",チームは決定前に「を雇う」を確認しました。
toeic-990-superintendent,toeic,toeic-990,superintendent,"監督者,長官,所長","The manager used ""superintendent"" in the monthly report.","マネージャーは月次報告で「監督者,長官,所長」を使いました。"
toeic-990-accountancy,toeic,toeic-990,accountancy,会計係の職務,"Employees should understand ""accountancy"" in business documents.",従業員は業務文書で「会計係の職務」を理解する必要があります。
toeic-990-plenary,toeic,toeic-990,plenary,"全部備えた,最大限の","The notice mentioned ""plenary"" for all staff members.","その通知は全スタッフ向けに「全部備えた,最大限の」に触れていました。"
toeic-990-workmanship,toeic,toeic-990,workmanship,"手腕,技量","The client asked about ""workmanship"" after the meeting.","顧客は会議後に「手腕,技量」について尋ねました。"
toeic-990-devolution,toeic,toeic-990,devolution,"移転,委任,継承","The team reviewed ""devolution"" before making a decision.","チームは決定前に「移転,委任,継承」を確認しました。"
toeic-990-marketable,toeic,toeic-990,marketable,"売れやすい,市場向きの","The manager used ""marketable"" in the monthly report.","マネージャーは月次報告で「売れやすい,市場向きの」を使いました。"
toeic-990-arrears,toeic,toeic-990,arrears,"とどこおり,滞納金","Employees should understand ""arrears"" in business documents.","従業員は業務文書で「とどこおり,滞納金」を理解する必要があります。"
toeic-990-wainwright,toeic,toeic-990,wainwright,荷馬車製造人,"The notice mentioned ""wainwright"" for all staff members.",その通知は全スタッフ向けに「荷馬車製造人」に触れていました。
toeic-990-licensee,toeic,toeic-990,licensee,免許を得た人,"The client asked about ""licensee"" after the meeting.",顧客は会議後に「免許を得た人」について尋ねました。
toeic-990-infringe,toeic,toeic-990,infringe,"を侵害する,に違反する","The team reviewed ""infringe"" before making a decision.","チームは決定前に「を侵害する,に違反する」を確認しました。"
toeic-990-preside,toeic,toeic-990,preside,"司会をする,議長をつとめる","The manager used ""preside"" in the monthly report.","マネージャーは月次報告で「司会をする,議長をつとめる」を使いました。"
toeic-990-docket,toeic,toeic-990,docket,訴訟事件一覧表,"Employees should understand ""docket"" in business documents.",従業員は業務文書で「訴訟事件一覧表」を理解する必要があります。
toeic-990-tonnage,toeic,toeic-990,tonnage,トン数,"The notice mentioned ""tonnage"" for all staff members.",その通知は全スタッフ向けに「トン数」に触れていました。
toeic-990-unprofitable,toeic,toeic-990,unprofitable,"利益がない,もうからない","The client asked about ""unprofitable"" after the meeting.","顧客は会議後に「利益がない,もうからない」について尋ねました。"
toeic-990-aggrieved,toeic,toeic-990,aggrieved,侮辱された,"The team reviewed ""aggrieved"" before making a decision.",チームは決定前に「侮辱された」を確認しました。
toeic-990-emporium,toeic,toeic-990,emporium,"商業の中心地,市場","The manager used ""emporium"" in the monthly report.","マネージャーは月次報告で「商業の中心地,市場」を使いました。"
toeic-990-telephony,toeic,toeic-990,telephony,電話通信,"Employees should understand ""telephony"" in business documents.",従業員は業務文書で「電話通信」を理解する必要があります。
