id,axis,level_id,spelling,translation,example,example_translation
eiken-3-careful,eiken,eiken-3,careful,注意深い,The topic was careful for many students.,その話題は多くの生徒にとって注意深いでした。
eiken-3-clean,eiken,eiken-3,clean,清潔な,The topic was clean for many students.,その話題は多くの生徒にとって清潔なでした。
eiken-3-famous,eiken,eiken-3,famous,有名な,The topic was famous for many students.,その話題は多くの生徒にとって有名なでした。
eiken-3-favorite,eiken,eiken-3,favorite,お気に入りの,The topic was favorite for many students.,その話題は多くの生徒にとってお気に入りのでした。
eiken-3-friendly,eiken,eiken-3,friendly,親しみやすい,The topic was friendly for many students.,その話題は多くの生徒にとって親しみやすいでした。
eiken-3-important,eiken,eiken-3,important,重要な,The topic was important for many students.,その話題は多くの生徒にとって重要なでした。
eiken-3-interested,eiken,eiken-3,interested,興味がある,The topic was interested for many students.,その話題は多くの生徒にとって興味があるでした。
eiken-3-kind,eiken,eiken-3,kind,親切な,The topic was kind for many students.,その話題は多くの生徒にとって親切なでした。
eiken-3-popular,eiken,eiken-3,popular,人気のある,The topic was popular for many students.,その話題は多くの生徒にとって人気のあるでした。
eiken-3-quiet,eiken,eiken-3,quiet,静かな,The topic was quiet for many students.,その話題は多くの生徒にとって静かなでした。
eiken-3-simple,eiken,eiken-3,simple,簡単な,The topic was simple for many students.,その話題は多くの生徒にとって簡単なでした。
eiken-3-useful,eiken,eiken-3,useful,役に立つ,The topic was useful for many students.,その話題は多くの生徒にとって役に立つでした。
eiken-3-visit,eiken,eiken-3,visit,訪れる,People can visit the problem through careful action.,人々は慎重な行動でその問題を訪れることができます。
eiken-3-borrow,eiken,eiken-3,borrow,借りる,People can borrow the problem through careful action.,人々は慎重な行動でその問題を借りることができます。
eiken-3-choose,eiken,eiken-3,choose,選ぶ,People can choose the problem through careful action.,人々は慎重な行動でその問題を選ぶことができます。
eiken-3-collect,eiken,eiken-3,collect,集める,People can collect the problem through careful action.,人々は慎重な行動でその問題を集めることができます。
eiken-3-decide,eiken,eiken-3,decide,決める,People can decide the problem through careful action.,人々は慎重な行動でその問題を決めることができます。
eiken-3-enjoy,eiken,eiken-3,enjoy,楽しむ,People can enjoy the problem through careful action.,人々は慎重な行動でその問題を楽しむことができます。
eiken-3-explain,eiken,eiken-3,explain,説明する,People can explain the problem through careful action.,人々は慎重な行動でその問題を説明することができます。
eiken-3-join,eiken,eiken-3,join,参加する,People can join the problem through careful action.,人々は慎重な行動でその問題を参加することができます。
eiken-3-learn,eiken,eiken-3,learn,学ぶ,People can learn the problem through careful action.,人々は慎重な行動でその問題を学ぶことができます。
eiken-3-protect,eiken,eiken-3,protect,守る,People can protect the problem through careful action.,人々は慎重な行動でその問題を守ることができます。
