id,axis,level_id,spelling,translation,example,example_translation
toeic-700-facility,toeic,toeic-700,facility,施設,The manager reviewed the facility before the meeting.,マネージャーは会議の前に施設を確認しました。
toeic-700-feedback,toeic,toeic-700,feedback,意見,The manager reviewed the feedback before the meeting.,マネージャーは会議の前に意見を確認しました。
toeic-700-headquarters,toeic,toeic-700,headquarters,本社,The manager reviewed the headquarters before the meeting.,マネージャーは会議の前に本社を確認しました。
toeic-700-inspection,toeic,toeic-700,inspection,検査,The manager reviewed the inspection before the meeting.,マネージャーは会議の前に検査を確認しました。
toeic-700-maintenance,toeic,toeic-700,maintenance,保守,The manager reviewed the maintenance before the meeting.,マネージャーは会議の前に保守を確認しました。
toeic-700-manufacturer,toeic,toeic-700,manufacturer,製造業者,The manager reviewed the manufacturer before the meeting.,マネージャーは会議の前に製造業者を確認しました。
toeic-700-marketing,toeic,toeic-700,marketing,販売促進,The manager reviewed the marketing before the meeting.,マネージャーは会議の前に販売促進を確認しました。
toeic-700-performance,toeic,toeic-700,performance,業績,The manager reviewed the performance before the meeting.,マネージャーは会議の前に業績を確認しました。
toeic-700-personnel,toeic,toeic-700,personnel,人事,The manager reviewed the personnel before the meeting.,マネージャーは会議の前に人事を確認しました。
toeic-700-policy,toeic,toeic-700,policy,方針,The manager reviewed the policy before the meeting.,マネージャーは会議の前に方針を確認しました。
toeic-700-procedure,toeic,toeic-700,procedure,手順,The manager reviewed the procedure before the meeting.,マネージャーは会議の前に手順を確認しました。
toeic-700-promotion,toeic,toeic-700,promotion,昇進,The manager reviewed the promotion before the meeting.,マネージャーは会議の前に昇進を確認しました。
toeic-700-questionnaire,toeic,toeic-700,questionnaire,アンケート,The manager reviewed the questionnaire before the meeting.,マネージャーは会議の前にアンケートを確認しました。
toeic-700-recommendation,toeic,toeic-700,recommendation,推薦,The manager reviewed the recommendation before the meeting.,マネージャーは会議の前に推薦を確認しました。
toeic-700-registration,toeic,toeic-700,registration,登録,The manager reviewed the registration before the meeting.,マネージャーは会議の前に登録を確認しました。
toeic-700-reservation,toeic,toeic-700,reservation,予約,The manager reviewed the reservation before the meeting.,マネージャーは会議の前に予約を確認しました。
toeic-700-representative,toeic,toeic-700,representative,担当者,The manager reviewed the representative before the meeting.,マネージャーは会議の前に担当者を確認しました。
toeic-700-requirement,toeic,toeic-700,requirement,要件,The manager reviewed the requirement before the meeting.,マネージャーは会議の前に要件を確認しました。
toeic-700-supervisor,toeic,toeic-700,supervisor,上司,The manager reviewed the supervisor before the meeting.,マネージャーは会議の前に上司を確認しました。
toeic-700-transaction,toeic,toeic-700,transaction,取引,The manager reviewed the transaction before the meeting.,マネージャーは会議の前に取引を確認しました。
toeic-700-workshop,toeic,toeic-700,workshop,研修会,The manager reviewed the workshop before the meeting.,マネージャーは会議の前に研修会を確認しました。
toeic-700-advertise,toeic,toeic-700,advertise,宣伝する,The team will advertise the details this week.,チームは今週、詳細を宣伝する予定です。
toeic-700-assign,toeic,toeic-700,assign,割り当てる,The team will assign the details this week.,チームは今週、詳細を割り当てる予定です。
toeic-700-attach,toeic,toeic-700,attach,添付する,The team will attach the details this week.,チームは今週、詳細を添付する予定です。
toeic-700-collaborate,toeic,toeic-700,collaborate,協力する,Employees need to collaborate when the situation changes.,状況が変わったとき、従業員は協力する必要があります。
toeic-700-complete,toeic,toeic-700,complete,完了する,The team will complete the details this week.,チームは今週、詳細を完了する予定です。
toeic-700-conduct,toeic,toeic-700,conduct,実施する,The team will conduct the details this week.,チームは今週、詳細を実施する予定です。
toeic-700-demonstrate,toeic,toeic-700,demonstrate,実演する,The team will demonstrate the details this week.,チームは今週、詳細を実演する予定です。
toeic-700-distribute,toeic,toeic-700,distribute,配布する,The team will distribute the details this week.,チームは今週、詳細を配布する予定です。
toeic-700-expand,toeic,toeic-700,expand,拡大する,Employees need to expand when the situation changes.,状況が変わったとき、従業員は拡大する必要があります。
toeic-700-improve,toeic,toeic-700,improve,改善する,The team will improve the details this week.,チームは今週、詳細を改善する予定です。
toeic-700-install,toeic,toeic-700,install,設置する,The team will install the details this week.,チームは今週、詳細を設置する予定です。
toeic-700-launch,toeic,toeic-700,launch,開始する,The team will launch the details this week.,チームは今週、詳細を開始する予定です。
toeic-700-notify,toeic,toeic-700,notify,通知する,The team will notify the details this week.,チームは今週、詳細を通知する予定です。
toeic-700-participate,toeic,toeic-700,participate,参加する,Employees need to participate when the situation changes.,状況が変わったとき、従業員は参加する必要があります。
toeic-700-process,toeic,toeic-700,process,処理する,The team will process the details this week.,チームは今週、詳細を処理する予定です。
toeic-700-recruit,toeic,toeic-700,recruit,採用する,The team will recruit the details this week.,チームは今週、詳細を採用する予定です。
toeic-700-reduce,toeic,toeic-700,reduce,削減する,The team will reduce the details this week.,チームは今週、詳細を削減する予定です。
toeic-700-relocate,toeic,toeic-700,relocate,移転する,Employees need to relocate when the situation changes.,状況が変わったとき、従業員は移転する必要があります。
toeic-700-replace,toeic,toeic-700,replace,交換する,The team will replace the details this week.,チームは今週、詳細を交換する予定です。
toeic-700-resolve,toeic,toeic-700,resolve,解決する,The team will resolve the details this week.,チームは今週、詳細を解決する予定です。
toeic-700-ship,toeic,toeic-700,ship,発送する,The team will ship the details this week.,チームは今週、詳細を発送する予定です。
toeic-700-supervise,toeic,toeic-700,supervise,監督する,The team will supervise the details this week.,チームは今週、詳細を監督する予定です。
toeic-700-transfer,toeic,toeic-700,transfer,転送する,The team will transfer the details this week.,チームは今週、詳細を転送する予定です。
toeic-700-accurate,toeic,toeic-700,accurate,正確な,The new process is accurate for daily work.,新しい手順は日々の業務に正確なです。
toeic-700-annual,toeic,toeic-700,annual,年1回の,The new process is annual for daily work.,新しい手順は日々の業務に年1回のです。
toeic-700-competitive,toeic,toeic-700,competitive,競争力のある,The new process is competitive for daily work.,新しい手順は日々の業務に競争力のあるです。
toeic-700-domestic,toeic,toeic-700,domestic,国内の,The new process is domestic for daily work.,新しい手順は日々の業務に国内のです。
toeic-700-electronic,toeic,toeic-700,electronic,電子の,The new process is electronic for daily work.,新しい手順は日々の業務に電子のです。
toeic-700-flexible,toeic,toeic-700,flexible,柔軟な,The new process is flexible for daily work.,新しい手順は日々の業務に柔軟なです。
toeic-700-immediate,toeic,toeic-700,immediate,即時の,The new process is immediate for daily work.,新しい手順は日々の業務に即時のです。
toeic-700-limited,toeic,toeic-700,limited,限定された,The new process is limited for daily work.,新しい手順は日々の業務に限定されたです。
toeic-700-qualified,toeic,toeic-700,qualified,資格のある,The new process is qualified for daily work.,新しい手順は日々の業務に資格のあるです。
toeic-700-reliable,toeic,toeic-700,reliable,信頼できる,The new process is reliable for daily work.,新しい手順は日々の業務に信頼できるです。
