id,axis,level_id,spelling,translation,example,example_translation
toeic-500-discount,toeic,toeic-500,discount,割引,The manager reviewed the discount before the meeting.,マネージャーは会議の前に割引を確認しました。
toeic-500-advertisement,toeic,toeic-500,advertisement,広告,The manager reviewed the advertisement before the meeting.,マネージャーは会議の前に広告を確認しました。
toeic-500-notice,toeic,toeic-500,notice,通知,The manager reviewed the notice before the meeting.,マネージャーは会議の前に通知を確認しました。
toeic-500-sign,toeic,toeic-500,sign,掲示,The manager reviewed the sign before the meeting.,マネージャーは会議の前に掲示を確認しました。
toeic-500-entrance,toeic,toeic-500,entrance,入口,The manager reviewed the entrance before the meeting.,マネージャーは会議の前に入口を確認しました。
toeic-500-floor,toeic,toeic-500,floor,階,The manager reviewed the floor before the meeting.,マネージャーは会議の前に階を確認しました。
toeic-500-aisle,toeic,toeic-500,aisle,通路,The manager reviewed the aisle before the meeting.,マネージャーは会議の前に通路を確認しました。
toeic-500-cafeteria,toeic,toeic-500,cafeteria,食堂,The manager reviewed the cafeteria before the meeting.,マネージャーは会議の前に食堂を確認しました。
toeic-500-luggage,toeic,toeic-500,luggage,荷物,The manager reviewed the luggage before the meeting.,マネージャーは会議の前に荷物を確認しました。
toeic-500-form,toeic,toeic-500,form,用紙,The manager reviewed the form before the meeting.,マネージャーは会議の前に用紙を確認しました。
toeic-500-address,toeic,toeic-500,address,住所,The manager reviewed the address before the meeting.,マネージャーは会議の前に住所を確認しました。
toeic-500-contact,toeic,toeic-500,contact,連絡先,The manager reviewed the contact before the meeting.,マネージャーは会議の前に連絡先を確認しました。
toeic-500-warranty,toeic,toeic-500,warranty,保証,The manager reviewed the warranty before the meeting.,マネージャーは会議の前に保証を確認しました。
toeic-500-package,toeic,toeic-500,package,小包,The manager reviewed the package before the meeting.,マネージャーは会議の前に小包を確認しました。
toeic-500-machine,toeic,toeic-500,machine,機械,The manager reviewed the machine before the meeting.,マネージャーは会議の前に機械を確認しました。
toeic-500-equipment,toeic,toeic-500,equipment,設備,The manager reviewed the equipment before the meeting.,マネージャーは会議の前に設備を確認しました。
toeic-500-supply,toeic,toeic-500,supply,供給品,The manager reviewed the supply before the meeting.,マネージャーは会議の前に供給品を確認しました。
toeic-500-material,toeic,toeic-500,material,資材,The manager reviewed the material before the meeting.,マネージャーは会議の前に資材を確認しました。
toeic-500-instruction,toeic,toeic-500,instruction,指示,The manager reviewed the instruction before the meeting.,マネージャーは会議の前に指示を確認しました。
toeic-500-safety,toeic,toeic-500,safety,安全,The manager reviewed the safety before the meeting.,マネージャーは会議の前に安全を確認しました。
toeic-500-total,toeic,toeic-500,total,合計,The manager reviewed the total before the meeting.,マネージャーは会議の前に合計を確認しました。
toeic-500-weekly,toeic,toeic-500,weekly,週ごとの,The new process is weekly for daily work.,新しい手順は日々の業務に週ごとのです。
toeic-500-monthly,toeic,toeic-500,monthly,月ごとの,The new process is monthly for daily work.,新しい手順は日々の業務に月ごとのです。
toeic-500-local,toeic,toeic-500,local,地元の,The new process is local for daily work.,新しい手順は日々の業務に地元のです。
toeic-500-foreign,toeic,toeic-500,foreign,外国の,The new process is foreign for daily work.,新しい手順は日々の業務に外国のです。
toeic-500-convenient,toeic,toeic-500,convenient,便利な,The new process is convenient for daily work.,新しい手順は日々の業務に便利なです。
toeic-500-busy,toeic,toeic-500,busy,忙しい,The new process is busy for daily work.,新しい手順は日々の業務に忙しいです。
toeic-500-empty,toeic,toeic-500,empty,空の,The new process is empty for daily work.,新しい手順は日々の業務に空のです。
toeic-500-full,toeic,toeic-500,full,満員の,The new process is full for daily work.,新しい手順は日々の業務に満員のです。
toeic-500-ready,toeic,toeic-500,ready,準備できた,The new process is ready for daily work.,新しい手順は日々の業務に準備できたです。
toeic-500-closed,toeic,toeic-500,closed,閉まっている,The new process is closed for daily work.,新しい手順は日々の業務に閉まっているです。
toeic-500-open,toeic,toeic-500,open,開いている,The new process is open for daily work.,新しい手順は日々の業務に開いているです。
toeic-500-nearby,toeic,toeic-500,nearby,近くの,The new process is nearby for daily work.,新しい手順は日々の業務に近くのです。
